Cle,CoApplicantName-NomCoApplicant,CoAppOrganizationID,CoAppInstitution-…tablissement,ProvinceEN,ProvinceFR,CountryEN,CountryFR,FiscalYear-Exercice financier
482586,"Bertossi, Leopoldo",23,Carleton University,Ontario,Ontario,CANADA,CANADA,2011
487209,"Mohanty, Amar Kumar",24,University of Guelph,Ontario,Ontario,CANADA,CANADA,2011
482596,"Lau, David",23,Carleton University,Ontario,Ontario,CANADA,CANADA,2011
482596,"Motazedian, Dariush",23,Carleton University,Ontario,Ontario,CANADA,CANADA,2011
482596,"Saatcioglu, Murat",28,University of Ottawa,Ontario,Ontario,CANADA,CANADA,2011
482596,"Palermo, Daniel",28,University of Ottawa,Ontario,Ontario,CANADA,CANADA,2011
482596,"Mcbean, Gordon",36,University of Western Ontario,Ontario,Ontario,CANADA,CANADA,2011
482596,"Haukaas, Terje",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2011
482596,"Chang, Stephanie",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2011
482596,"Mcclure, Ghyslaine",61,McGill University,QuÈbec,QuÈbec,CANADA,CANADA,2011
482596,"LÈgeron, FrÈdÈric",68,UniversitÈ de Sherbrooke,QuÈbec,QuÈbec,CANADA,CANADA,2011
482596,"Tiampo, Kristy",36,University of Western Ontario,Ontario,Ontario,CANADA,CANADA,2011
482596,"Atkinson, Gail",36,University of Western Ontario,Ontario,Ontario,CANADA,CANADA,2011
482596,"Ventura, Carlos",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2011
482596,"Proulx, Jean",68,UniversitÈ de Sherbrooke,QuÈbec,QuÈbec,CANADA,CANADA,2011
