Cle,CoApplicantName-NomCoApplicant,CoAppOrganizationID,CoAppInstitution-…tablissement,ProvinceEN,ProvinceFR,CountryEN,CountryFR,FiscalYear-Exercice financier
499018,"Hamarneh, Ghassan",5,Simon Fraser University,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
505140,"Langford, Cooper",11,University of Calgary,Alberta,Alberta,CANADA,CANADA,2012
505268,"Langford, Cooper",11,University of Calgary,Alberta,Alberta,CANADA,CANADA,2012
503886,"Brown, Jeremy",79,Dalhousie University,Nova Scotia,Nouvelle-…cosse,CANADA,CANADA,2012
503886,"Bance, Manohar",79,Dalhousie University,Nova Scotia,Nouvelle-…cosse,CANADA,CANADA,2012
498592,"Cheng, Roger",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2012
504795,"Cunningham, Clifton",11,University of Calgary,Alberta,Alberta,CANADA,CANADA,2012
504795,"Perkins, Edwin",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
504795,"Lewis, Mark",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2012
504795,"Homsy, George",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
504795,"Doran, Charles",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2012
504795,"Srinivasan, Rengarajan (Raj)",16,University of Saskatchewan,Saskatchewan,Saskatchewan,CANADA,CANADA,2012
504795,"Russell, Robert",5,Simon Fraser University,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
504795,"Ruuth, Steven",5,Simon Fraser University,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
504795,"Putnam, Ian",7,University of Victoria,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
504795,"Stanley, Donald",17,University of Regina,Saskatchewan,Saskatchewan,CANADA,CANADA,2012
498723,"Eckford, Andrew",38,York University,Ontario,Ontario,CANADA,CANADA,2012
505634,"Lesage, Sylvie",63,UniversitÈ de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505634,"Manjunath, Puttaswamy",63,UniversitÈ de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505634,"Labrecque, Nathalie",63,UniversitÈ de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505634,"Ramotar, Dindial",63,UniversitÈ de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505634,"Filep, Janos",63,UniversitÈ de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505634,"Drobetsky, Elliot",63,UniversitÈ de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505448,"Ruda, Harry",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
505448,"Kherani, Nazir",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
505448,"Mojahedi, Mohammad",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
505448,"Walker, Gilbert",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
505448,"James, Daniel",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
498742,"Carreau, Pierre",64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
498515,"Gagnon, FranÁois",53,…cole de technologie supÈrieure,QuÈbec,QuÈbec,CANADA,CANADA,2012
499194,"Fafard, Mario",26407,REGAL Regroupement Aluminium,QuÈbec,QuÈbec,CANADA,CANADA,2012
499194,"Gosselin, Louis",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2012
515703,"Barry, Sean",23,Carleton University,Ontario,Ontario,CANADA,CANADA,2012
515703,"Ianoul, Anatoli",23,Carleton University,Ontario,Ontario,CANADA,CANADA,2012
498664,"Asselin, Edouard",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
498871,"Nikolaidis, Ioanis",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2012
498871,"Ackerman, Mark",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2012
498871,"Bouferguene, Ahmed",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2012
498871,"Hashisho, Zaher",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2012
498871,"Amirfazli, Alidad",38,York University,Ontario,Ontario,CANADA,CANADA,2012
505638,"Goss, Greg",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2012
505638,"Palmer, Richard",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2012
505638,"Feldman, Mario",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2012
505638,"Magor, Bradley",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2012
505638,"Case, Rebecca",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2012
505638,"Gallin, Warren",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2012
515289,"Aitchison, Stewart",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
515289,"Acosta, Edgar",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
515289,"Espie, George",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
515289,"Diosady, Levente",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
507542,"Williams-Jones, Glyn",5,Simon Fraser University,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
507542,"Stead, Douglas",5,Simon Fraser University,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
504745,"Alpas, Ahmet",37,University of Windsor,Ontario,Ontario,CANADA,CANADA,2012
504745,"Balazinski, Marek",64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
504745,"Mills, James",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
504745,"Mayer, RenÈ",64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
504745,"Nejat, Goldie",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
504745,"Ben Mrad, Ridha",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
504745,"Benhabib, Bensiyon (Beno)",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
504745,"Feng, Hsi-Yung (Steve)",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
504745,"Koshy, Philip",27,McMaster University,Ontario,Ontario,CANADA,CANADA,2012
504745,"Park, Simon",11,University of Calgary,Alberta,Alberta,CANADA,CANADA,2012
504745,"Lu, Xiaodong",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
504745,"Spence, Allan",27,McMaster University,Ontario,Ontario,CANADA,CANADA,2012
504745,"Veldhuis, Stephen",27,McMaster University,Ontario,Ontario,CANADA,CANADA,2012
504745,"Ng, Eu-Gene",27,McMaster University,Ontario,Ontario,CANADA,CANADA,2012
504745,"Nagamune, Ryozo",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
504745,"Xue, Deyi",11,University of Calgary,Alberta,Alberta,CANADA,CANADA,2012
504745,"Elbestawi, Mohamed",27,McMaster University,Ontario,Ontario,CANADA,CANADA,2012
499044,"Aliani, Michel",19,University of Manitoba,Manitoba,Manitoba,CANADA,CANADA,2012
505481,"Mabee, Warren",29,Queen's University,Ontario,Ontario,CANADA,CANADA,2012
505481,"Bazylak, Aimy",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
505481,"Wallace, James",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
505481,"Lehn, Peter",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
505481,"Dawson, Francis",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
505481,"Shu, Lily",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
505481,"Kesler, Olivera",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
505481,"Lian, Keryn",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
505481,"Peppley, Brant",23193,Queen's - RMC Fuel Cell Research Centre,Ontario,Ontario,CANADA,CANADA,2012
515407,"Khan, Faisal",89,Memorial University of Newfoundland,Newfoundland and Labrador,Terre-Neuve-et-Labrador,CANADA,CANADA,2012
498968,"Goff, Douglas",24,University of Guelph,Ontario,Ontario,CANADA,CANADA,2012
498522,"Brown, Stephen",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
515748,"Dilling, Jens",8,TRIUMF,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
504781,"McGaw, Iain",89,Memorial University of Newfoundland,Newfoundland and Labrador,Terre-Neuve-et-Labrador,CANADA,CANADA,2012
504781,"Saunders, Gary",75,University of New Brunswick,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2012
504781,"Walsh, Patrick",28,University of Ottawa,Ontario,Ontario,CANADA,CANADA,2012
504781,"Harley, Christopher",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
504781,"Leys, Sally",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2012
504781,"Leander, Brian",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
504781,"Palmer, Richard",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2012
504781,"Goss, Greg",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2012
504781,"Hendry, Andrew",61,McGill University,QuÈbec,QuÈbec,CANADA,CANADA,2012
504781,"Wood, Christopher",27,McMaster University,Ontario,Ontario,CANADA,CANADA,2012
498633,"Collins, D. Louis",61,McGill University,QuÈbec,QuÈbec,CANADA,CANADA,2012
498633,"Precup, Doina",61,McGill University,QuÈbec,QuÈbec,CANADA,CANADA,2012
498814,"Boone, FranÁois",68,UniversitÈ de Sherbrooke,QuÈbec,QuÈbec,CANADA,CANADA,2012
498814,"Aimez, Vincent",68,UniversitÈ de Sherbrooke,QuÈbec,QuÈbec,CANADA,CANADA,2012
498814,"Drouin, Dominique",68,UniversitÈ de Sherbrooke,QuÈbec,QuÈbec,CANADA,CANADA,2012
511998,"Dixon, David",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
498599,"Doyon, FrÈdÈrik",54,UniversitÈ du QuÈbec en Outaouais,QuÈbec,QuÈbec,CANADA,CANADA,2012
498599,"Imbeau, Louis",47,UniversitÈ du QuÈbec en Abitibi-TÈmiscamingue,QuÈbec,QuÈbec,CANADA,CANADA,2012
498599,"Bergeron, Yves",47,UniversitÈ du QuÈbec en Abitibi-TÈmiscamingue,QuÈbec,QuÈbec,CANADA,CANADA,2012
498599,"Valeria, Osvaldo",47,UniversitÈ du QuÈbec en Abitibi-TÈmiscamingue,QuÈbec,QuÈbec,CANADA,CANADA,2012
498599,"Drapeau, Pierre",57,UniversitÈ du QuÈbec ‡ MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
516441,"Panneton, Raymond",68,UniversitÈ de Sherbrooke,QuÈbec,QuÈbec,CANADA,CANADA,2012
504754,"Ugursal, Ismet",79,Dalhousie University,Nova Scotia,Nouvelle-…cosse,CANADA,CANADA,2012
504754,"Zmeureanu, Radu",70,Concordia University,QuÈbec,QuÈbec,CANADA,CANADA,2012
504754,"Williamson, Sheldon",70,Concordia University,QuÈbec,QuÈbec,CANADA,CANADA,2012
504754,"Naylor, David",43,Ryerson University,Ontario,Ontario,CANADA,CANADA,2012
504754,"White, Mary Anne",79,Dalhousie University,Nova Scotia,Nouvelle-…cosse,CANADA,CANADA,2012
504754,"Stathopoulos, Theodore",70,Concordia University,QuÈbec,QuÈbec,CANADA,CANADA,2012
504754,"Oosthuizen, Patrick",29,Queen's University,Ontario,Ontario,CANADA,CANADA,2012
504754,"Love, James",11,University of Calgary,Alberta,Alberta,CANADA,CANADA,2012
504754,"Cotton, James",27,McMaster University,Ontario,Ontario,CANADA,CANADA,2012
504754,"Fazio, Paul",70,Concordia University,QuÈbec,QuÈbec,CANADA,CANADA,2012
504754,"Lightstone, Marilyn",27,McMaster University,Ontario,Ontario,CANADA,CANADA,2012
504754,"Rosen, Marc",19222,University of Ontario Institute of Technology,Ontario,Ontario,CANADA,CANADA,2012
504754,"Fung, Alan",43,Ryerson University,Ontario,Ontario,CANADA,CANADA,2012
504754,"Harrison, Stephen",29,Queen's University,Ontario,Ontario,CANADA,CANADA,2012
504754,"Flynn, Morris",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2012
504754,"Wright, John",33,University of Waterloo,Ontario,Ontario,CANADA,CANADA,2012
504754,"Bernier, Michel",64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
504754,"Kennedy, Christopher",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
504754,"Collins, Michael",33,University of Waterloo,Ontario,Ontario,CANADA,CANADA,2012
504754,"Simonson, Carey",16,University of Saskatchewan,Saskatchewan,Saskatchewan,CANADA,CANADA,2012
504754,"Rowlands, Ian",33,University of Waterloo,Ontario,Ontario,CANADA,CANADA,2012
504754,"Kummert, MichaÎl",64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
504754,"Kherani, Nazir",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
504754,"Cruickshank, Cynthia Ann",23,Carleton University,Ontario,Ontario,CANADA,CANADA,2012
504754,"Chang, Liuchen",75,University of New Brunswick,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2012
504754,"Beausoleil-Morrison, Ian",23,Carleton University,Ontario,Ontario,CANADA,CANADA,2012
504754,"Gosselin, Louis",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2012
498916,"Tiampo, Kristy",36,University of Western Ontario,Ontario,Ontario,CANADA,CANADA,2012
505463,"Villemure, Isabelle",64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505463,"Yahia, L'Hocine",64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505463,"Meunier, Michel",64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505463,"Martel, Sylvain",64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505463,"Labelle, Hubert",63,UniversitÈ de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505463,"Buschmann, Michael",64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505463,"Cheriet, Farida",64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505463,"De Crescenzo, Gregory",64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505434,"Aubin-Horth, Nadia",63,UniversitÈ de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505434,"Comeau, Yves",64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505434,"Garant, Dany",68,UniversitÈ de Sherbrooke,QuÈbec,QuÈbec,CANADA,CANADA,2012
505434,"Vandenberg, Grant",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2012
505434,"Bernatchez, Louis",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2012
505434,"Archambault, Philippe",58,UniversitÈ du QuÈbec ‡ Rimouski,QuÈbec,QuÈbec,CANADA,CANADA,2012
505434,"Blier, Pierre",58,UniversitÈ du QuÈbec ‡ Rimouski,QuÈbec,QuÈbec,CANADA,CANADA,2012
505434,"Villemur, Richard",56,Institut national de la recherche scientifique,QuÈbec,QuÈbec,CANADA,CANADA,2012
505434,"Tremblay, Rejean",58,UniversitÈ du QuÈbec ‡ Rimouski,QuÈbec,QuÈbec,CANADA,CANADA,2012
505626,"Boily, Monique",57,UniversitÈ du QuÈbec ‡ MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505626,"Barbeau, Benoit",57,UniversitÈ du QuÈbec ‡ MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505626,"Paquin, Joanne",57,UniversitÈ du QuÈbec ‡ MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505626,"Jumarie, Catherine",57,UniversitÈ du QuÈbec ‡ MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505626,"Pilon, Nicolas",57,UniversitÈ du QuÈbec ‡ MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
515405,"Yao, Jianping",28,University of Ottawa,Ontario,Ontario,CANADA,CANADA,2012
515865,"Rao, Yi-Nong",8,TRIUMF,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
498947,"Lea, Rodger",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
498947,"Gasevic, Dragan",15,Athabasca University,Alberta,Alberta,CANADA,CANADA,2012
499128,"Khajepour, Amir",33,University of Waterloo,Ontario,Ontario,CANADA,CANADA,2012
498367,"Chibbar, Ravindra",16,University of Saskatchewan,Saskatchewan,Saskatchewan,CANADA,CANADA,2012
515067,"Trischuk, William",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
498520,"Vandenberg, Grant",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2012
498520,"Lefrancois, Michel",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2012
498520,"Chouinard, Yvan",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2012
507073,"Gillies, Elizabeth",36,University of Western Ontario,Ontario,Ontario,CANADA,CANADA,2012
507073,"Corrigan, John",36,University of Western Ontario,Ontario,Ontario,CANADA,CANADA,2012
507073,"Luyt, Leonard",36,University of Western Ontario,Ontario,Ontario,CANADA,CANADA,2012
507073,"Kerr, Michael",36,University of Western Ontario,Ontario,Ontario,CANADA,CANADA,2012
507073,"Workentin, Mark",36,University of Western Ontario,Ontario,Ontario,CANADA,CANADA,2012
507073,"Wisner, James",36,University of Western Ontario,Ontario,Ontario,CANADA,CANADA,2012
507073,"Ragogna, Paul",36,University of Western Ontario,Ontario,Ontario,CANADA,CANADA,2012
507073,"Puddephatt, Richard",36,University of Western Ontario,Ontario,Ontario,CANADA,CANADA,2012
507073,"Pagenkopf, Brian",36,University of Western Ontario,Ontario,Ontario,CANADA,CANADA,2012
509313,"Liang, Jie",5,Simon Fraser University,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
498935,"Jain, Praveen",29,Queen's University,Ontario,Ontario,CANADA,CANADA,2012
498960,"Rivard, Patrice",68,UniversitÈ de Sherbrooke,QuÈbec,QuÈbec,CANADA,CANADA,2012
507547,"Cheadle, Burns",36,University of Western Ontario,Ontario,Ontario,CANADA,CANADA,2012
507547,"Longstaffe, Frederick",36,University of Western Ontario,Ontario,Ontario,CANADA,CANADA,2012
507547,"Tsujita, Cameron",36,University of Western Ontario,Ontario,Ontario,CANADA,CANADA,2012
507547,"Jin, Jisuo",36,University of Western Ontario,Ontario,Ontario,CANADA,CANADA,2012
498888,"Shrive, Nigel",11,University of Calgary,Alberta,Alberta,CANADA,CANADA,2012
498741,"Mindess, Sidney",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
498888,"Mufti, Aftab",19,University of Manitoba,Manitoba,Manitoba,CANADA,CANADA,2012
505660,"Poirier, Guy",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2012
505660,"Droit, Arnaud",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2012
510042,"Kelly, Jonathan",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
510042,"Schoellig, Angela",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
505470,"Sidhu, Sachdev",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
505470,"Chartrand, Pascal",63,UniversitÈ de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505470,"Coulombe, BenoÓt",63,UniversitÈ de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505470,"Lartillot, Nicolas",63,UniversitÈ de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505470,"Michnick, Stephen",63,UniversitÈ de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505470,"Omichinski, James",63,UniversitÈ de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505470,"Sygusch, Jurgen",63,UniversitÈ de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
505470,"Duong, Franck",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2012
505470,"Coulton, James",61,McGill University,QuÈbec,QuÈbec,CANADA,CANADA,2012
505470,"Vogel, Jackie",61,McGill University,QuÈbec,QuÈbec,CANADA,CANADA,2012
503890,"Wilson, Brian",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
503890,"Yasufuku, Kazuhiro",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2012
515422,"Ray, Ajay Kumar",36,University of Western Ontario,Ontario,Ontario,CANADA,CANADA,2012
505449,"Rivard, Patrice",68,UniversitÈ de Sherbrooke,QuÈbec,QuÈbec,CANADA,CANADA,2012
505449,"Mitchell, Denis",61,McGill University,QuÈbec,QuÈbec,CANADA,CANADA,2012
505449,"Boyd, Andrew",61,McGill University,QuÈbec,QuÈbec,CANADA,CANADA,2012
505449,"Chouinard, Luc Eugene",61,McGill University,QuÈbec,QuÈbec,CANADA,CANADA,2012
505449,"Gendron, Michel",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2012
505449,"Jolin, Marc",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2012
505449,"Bissonnette, BenoÓt",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2012
505449,"Balcom, Bruce",75,University of New Brunswick,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2012
499211,"Royer, Lucie",75,University of New Brunswick,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2012
499211,"Guertin, Claude",56,Institut national de la recherche scientifique,QuÈbec,QuÈbec,CANADA,CANADA,2012
499211,"Quiring, Daniel",75,University of New Brunswick,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2012
499211,"Mauffette, Yves",57,UniversitÈ du QuÈbec ‡ MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
499211,"HÈbert, Christian",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2012
499211,"Ibarzabal, Jacques",52,UniversitÈ du QuÈbec ‡ Chicoutimi,QuÈbec,QuÈbec,CANADA,CANADA,2012
499211,"Despland, Emma",70,Concordia University,QuÈbec,QuÈbec,CANADA,CANADA,2012
499211,"Lorenzetti, FranÁois",54,UniversitÈ du QuÈbec en Outaouais,QuÈbec,QuÈbec,CANADA,CANADA,2012
499211,"Brodeur, Jacques",63,UniversitÈ de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
498898,"AbouRizk, Simaan",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2012
498898,"Chan, Dave",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2012
498898,"Cheng, Roger",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2012
498908,"Pellerin, Christian",63,UniversitÈ de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
498908,"Prud'Homme, Robert",63,UniversitÈ de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2012
498908,"Riedl, Bernard",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2012
498908,"Hern·ndez, Roger",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2012
498490,"Leier, Andrew",11,University of Calgary,Alberta,Alberta,CANADA,CANADA,2012
498490,"Pedersen, Per Kent",11,University of Calgary,Alberta,Alberta,CANADA,CANADA,2012
498490,"Guest, Bernard",11,University of Calgary,Alberta,Alberta,CANADA,CANADA,2012
498544,"Layton-Matthews, Daniel",29,Queen's University,Ontario,Ontario,CANADA,CANADA,2012
498544,"Barnes, Sarah-Jane",52,UniversitÈ du QuÈbec ‡ Chicoutimi,QuÈbec,QuÈbec,CANADA,CANADA,2012
498544,"Kyser, Kurtis",29,Queen's University,Ontario,Ontario,CANADA,CANADA,2012
498544,"Gleeson, Sarah",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2012
506184,"Beaudoin, Nathalie",68,UniversitÈ de Sherbrooke,QuÈbec,QuÈbec,CANADA,CANADA,2012
506184,"Bouarab, Kamal",68,UniversitÈ de Sherbrooke,QuÈbec,QuÈbec,CANADA,CANADA,2012
499157,"Leterme, Pascal",16,University of Saskatchewan,Saskatchewan,Saskatchewan,CANADA,CANADA,2012
499157,"Nyachoti, Charles",19,University of Manitoba,Manitoba,Manitoba,CANADA,CANADA,2012
497966,"Tremblay, Daniel",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2012
