Cle,CoApplicantName-NomCoApplicant,CoAppOrganizationID,CoAppInstitution-…tablissement,ProvinceEN,ProvinceFR,CountryEN,CountryFR,FiscalYear-Exercice financier
462994,"Nejat, Goldie",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2010
462994,"Elbestawi, Mohamed",27,McMaster University,Ontario,Ontario,CANADA,CANADA,2010
462994,"Feng, HsiYung(Steve)",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
462994,"Gu, Peihua",11,University of Calgary,Alberta,Alberta,CANADA,CANADA,2010
462994,"Koshy, Philip",27,McMaster University,Ontario,Ontario,CANADA,CANADA,2010
462994,"Lu, Xiaodong",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
462994,"Nagamune, Ryozo",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
462994,"Ng, EuGene",27,McMaster University,Ontario,Ontario,CANADA,CANADA,2010
462994,"Park, Simon",11,University of Calgary,Alberta,Alberta,CANADA,CANADA,2010
462994,"Spence, Allan",27,McMaster University,Ontario,Ontario,CANADA,CANADA,2010
462994,"Veldhuis, Stephen",27,McMaster University,Ontario,Ontario,CANADA,CANADA,2010
472557,"Feng, HsiYung(Steve)",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
462994,"Alpas, Ahmet",37,University of Windsor,Ontario,Ontario,CANADA,CANADA,2010
459220,"Bardana, Davide",29,Queen's University,Ontario,Ontario,CANADA,CANADA,2010
459220,"Rudan, John",29,Queen's University,Ontario,Ontario,CANADA,CANADA,2010
459220,"Waldman, Stephen",29,Queen's University,Ontario,Ontario,CANADA,CANADA,2010
459220,"Hurtig, Mark",24,University of Guelph,Ontario,Ontario,CANADA,CANADA,2010
459259,"Weiss, Michael",23,Carleton University,Ontario,Ontario,CANADA,CANADA,2010
459259,"Forster, Alan",2217,Ottawa Hospital - General Campus,Ontario,Ontario,CANADA,CANADA,2010
459259,"Tamblyn, Robyn",61,McGill University,QuÈbec,QuÈbec,CANADA,CANADA,2010
459259,"ElEmam, Khaled",28,University of Ottawa,Ontario,Ontario,CANADA,CANADA,2010
459259,"Peyton, Liam",28,University of Ottawa,Ontario,Ontario,CANADA,CANADA,2010
472458,"Ariya, Parisa",61,McGill University,QuÈbec,QuÈbec,CANADA,CANADA,2010
467598,"Khan, Faisal",89,Memorial University of Newfoundland,Newfoundland and Labrador,Terre-Neuve-et-Labrador,CANADA,CANADA,2010
463466,"Kahl, Wolfram",27,McMaster University,Ontario,Ontario,CANADA,CANADA,2010
463466,"Smith, Spencer",27,McMaster University,Ontario,Ontario,CANADA,CANADA,2010
463466,"Hossain, Shahadat",12,University of Lethbridge,Alberta,Alberta,CANADA,CANADA,2010
463384,"Brockhausen, Inka",29,Queen's University,Ontario,Ontario,CANADA,CANADA,2010
463384,"Jamali, Fakhreddin",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2010
463384,"Szewczuk, Myron",29,Queen's University,Ontario,Ontario,CANADA,CANADA,2010
463528,"Goff, Douglas",24,University of Guelph,Ontario,Ontario,CANADA,CANADA,2010
472563,"Butler, Ian",61,McGill University,QuÈbec,QuÈbec,CANADA,CANADA,2010
472563,"Hilke, Michael",61,McGill University,QuÈbec,QuÈbec,CANADA,CANADA,2010
472563,"Kambhampati, Patanjali",61,McGill University,QuÈbec,QuÈbec,CANADA,CANADA,2010
472563,"Sleiman, Hanadi",61,McGill University,QuÈbec,QuÈbec,CANADA,CANADA,2010
459233,"Frayne, Richard",11,University of Calgary,Alberta,Alberta,CANADA,CANADA,2010
459233,"Hutchison, Carol",11,University of Calgary,Alberta,Alberta,CANADA,CANADA,2010
459233,"Ronsky, Janet",11,University of Calgary,Alberta,Alberta,CANADA,CANADA,2010
459233,"Wilson, David",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
459239,"Goss, Gregory",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2010
459239,"Leander, Brian",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
459239,"Leys, Sally",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2010
459239,"Shadwick, Robert",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
459239,"Wood, Christopher",27,McMaster University,Ontario,Ontario,CANADA,CANADA,2010
459239,"Perry, Steve",28,University of Ottawa,Ontario,Ontario,CANADA,CANADA,2010
459239,"Boulding, Elizabeth",24,University of Guelph,Ontario,Ontario,CANADA,CANADA,2010
459239,"Hart, Michael",5,Simon Fraser University,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
459239,"Saunders, Gary",75,University of New Brunswick,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2010
459239,"Cameron, Christopher",63,UniversitÈ de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2010
459234,"Stys, Peter",28,University of Ottawa,Ontario,Ontario,CANADA,CANADA,2010
459199,"Gearheard, Shari",36,University of Western Ontario,Ontario,Ontario,CANADA,CANADA,2010
459199,"Furgal, Christopher",32,Trent University,Ontario,Ontario,CANADA,CANADA,2010
459199,"Taylor, Fraser",23,Carleton University,Ontario,Ontario,CANADA,CANADA,2010
462934,"Aimez, Vincent",68,UniversitÈ de Sherbrooke,QuÈbec,QuÈbec,CANADA,CANADA,2010
462934,"Boone, Francois",68,UniversitÈ de Sherbrooke,QuÈbec,QuÈbec,CANADA,CANADA,2010
462934,"Drouin, Dominique",68,UniversitÈ de Sherbrooke,QuÈbec,QuÈbec,CANADA,CANADA,2010
459202,"Bussmann, Markus",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2010
471529,"Durst, Tony",28,University of Ottawa,Ontario,Ontario,CANADA,CANADA,2010
471529,"Merali, Zul",28,University of Ottawa,Ontario,Ontario,CANADA,CANADA,2010
472463,"Blais, Jules",28,University of Ottawa,Ontario,Ontario,CANADA,CANADA,2010
472463,"Pick, Frances",28,University of Ottawa,Ontario,Ontario,CANADA,CANADA,2010
472463,"Trudeau, Vance",28,University of Ottawa,Ontario,Ontario,CANADA,CANADA,2010
472727,"Beta, Trust",19,University of Manitoba,Manitoba,Manitoba,CANADA,CANADA,2010
472727,"Holley, Richard",19,University of Manitoba,Manitoba,Manitoba,CANADA,CANADA,2010
472727,"Scanlon, Martin",19,University of Manitoba,Manitoba,Manitoba,CANADA,CANADA,2010
460939,"Veawab, Amornvadee",17,University of Regina,Saskatchewan,Saskatchewan,CANADA,CANADA,2010
460961,"Munson, Alison",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2010
460961,"Doyon, FrÈdÈrik",54,UniversitÈ du QuÈbec en Outaouais,QuÈbec,QuÈbec,CANADA,CANADA,2010
460961,"Fortin, MarieJosÈe",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2010
462890,"Chandra, Sanjeev",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2010
471510,"Dreisinger, David",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
467312,"Doyon, FrÈdÈrik",54,UniversitÈ du QuÈbec en Outaouais,QuÈbec,QuÈbec,CANADA,CANADA,2010
467312,"Bergeron, Yves",47,UniversitÈ du QuÈbec en Abitibi-TÈmiscamingue,QuÈbec,QuÈbec,CANADA,CANADA,2010
467312,"Imbeau, Louis",47,UniversitÈ du QuÈbec en Abitibi-TÈmiscamingue,QuÈbec,QuÈbec,CANADA,CANADA,2010
467312,"Valeria, Osvaldo",47,UniversitÈ du QuÈbec en Abitibi-TÈmiscamingue,QuÈbec,QuÈbec,CANADA,CANADA,2010
467312,"Drapeau, Pierre",57,UniversitÈ du QuÈbec ‡ MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2010
460837,"Naguib, Hani",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2010
460837,"Park, Chul",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2010
456996,"Bernier, Michel",64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2010
456996,"Collins, Michael",33,University of Waterloo,Ontario,Ontario,CANADA,CANADA,2010
456996,"Kesik, Ted",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2010
456996,"Kherani, Nazir",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2010
456996,"Rowlands, Ian",33,University of Waterloo,Ontario,Ontario,CANADA,CANADA,2010
456996,"Wright, John",33,University of Waterloo,Ontario,Ontario,CANADA,CANADA,2010
456996,"Zukotynski, Stefan",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2010
456996,"Chang, Liuchen",75,University of New Brunswick,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2010
456996,"Meng, Julian",75,University of New Brunswick,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2010
456996,"Ugursal, Ismet",7,University of Victoria,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
456996,"Fung, Alan",43,Ryerson University,Ontario,Ontario,CANADA,CANADA,2010
456996,"Harrison, Stephen",29,Queen's University,Ontario,Ontario,CANADA,CANADA,2010
456996,"Jain, Praveen",29,Queen's University,Ontario,Ontario,CANADA,CANADA,2010
456996,"Lightstone, Marilyn",27,McMaster University,Ontario,Ontario,CANADA,CANADA,2010
456996,"Lopes, Luiz",70,Concordia University,QuÈbec,QuÈbec,CANADA,CANADA,2010
456996,"Love, James",11,University of Calgary,Alberta,Alberta,CANADA,CANADA,2010
456996,"Mohamad, Abdulmajeed",11,University of Calgary,Alberta,Alberta,CANADA,CANADA,2010
456996,"Naylor, David",43,Ryerson University,Ontario,Ontario,CANADA,CANADA,2010
456996,"Oosthuizen, Patrick",29,Queen's University,Ontario,Ontario,CANADA,CANADA,2010
456996,"Stathopoulos, Theodore",70,Concordia University,QuÈbec,QuÈbec,CANADA,CANADA,2010
456996,"White, MaryAnne",79,Dalhousie University,Nova Scotia,Nouvelle-…cosse,CANADA,CANADA,2010
456996,"Wu, Bin",43,Ryerson University,Ontario,Ontario,CANADA,CANADA,2010
456996,"Zmeureanu, Radu",70,Concordia University,QuÈbec,QuÈbec,CANADA,CANADA,2010
456996,"BeausoleilMorrison, Ian",6044,Natural Resources Canada,Ontario,Ontario,CANADA,CANADA,2010
460998,"Lui, Harvey",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
460998,"McLean, David",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
460998,"Lee, Tim",5,Simon Fraser University,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
461156,"Buschmann, Michael",64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2010
461156,"Cheriet, Farida",64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2010
461156,"DeCrescenzo, Gregory",64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2010
461156,"Labelle, Hubert",63,UniversitÈ de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2010
461156,"Martel, Sylvain",64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2010
461156,"Meunier, Michel",64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2010
461156,"Villemure, Isabelle",64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2010
461156,"Yahia, LHocine",64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2010
463269,"Labelle, Hubert",63,UniversitÈ de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2010
463269,"Parent, Stefan",63,UniversitÈ de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2010
463269,"PeriÈCurnier, Delphine",64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2010
463269,"Petit, Yvan",53,…cole de technologie supÈrieure,QuÈbec,QuÈbec,CANADA,CANADA,2010
461085,"Bernatchez, Louis",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2010
461085,"Vandenberg, Grant",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2010
461085,"Garant, Dany",68,UniversitÈ de Sherbrooke,QuÈbec,QuÈbec,CANADA,CANADA,2010
461085,"AubinHorth, Nadia",63,UniversitÈ de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2010
461085,"Comeau, Yves",64,…cole Polytechnique de MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2010
460905,"Chabot, Denis",58,UniversitÈ du QuÈbec ‡ Rimouski,QuÈbec,QuÈbec,CANADA,CANADA,2010
460905,"Gilbert, Denis",58,UniversitÈ du QuÈbec ‡ Rimouski,QuÈbec,QuÈbec,CANADA,CANADA,2010
460905,"Lambert, Yvan",58,UniversitÈ du QuÈbec ‡ Rimouski,QuÈbec,QuÈbec,CANADA,CANADA,2010
460905,"Tremblay, Rejean",58,UniversitÈ du QuÈbec ‡ Rimouski,QuÈbec,QuÈbec,CANADA,CANADA,2010
461085,"Archambault, Philippe",58,UniversitÈ du QuÈbec ‡ Rimouski,QuÈbec,QuÈbec,CANADA,CANADA,2010
461085,"Blier, Pierre",58,UniversitÈ du QuÈbec ‡ Rimouski,QuÈbec,QuÈbec,CANADA,CANADA,2010
461085,"Tremblay, Rejean",58,UniversitÈ du QuÈbec ‡ Rimouski,QuÈbec,QuÈbec,CANADA,CANADA,2010
461085,"Villemur, Richard",56,Institut national de la recherche scientifique,QuÈbec,QuÈbec,CANADA,CANADA,2010
460974,"Auger, Francois",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2010
460974,"Laroche, GaÈtan",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2010
460974,"PÈzolet, Michel",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2010
460974,"Pouliot, Roxane",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2010
472558,"Nelson, Christopher",7,University of Victoria,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
472341,"Sarhan, Fathey",57,UniversitÈ du QuÈbec ‡ MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2010
461003,"Mounier, Catherine",57,UniversitÈ du QuÈbec ‡ MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2010
461003,"Ouellet, FranÁois",57,UniversitÈ du QuÈbec ‡ MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2010
461003,"Sarhan, Fathey",57,UniversitÈ du QuÈbec ‡ MontrÈal,QuÈbec,QuÈbec,CANADA,CANADA,2010
460865,"Breuil, Colette",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
467596,"Yao, Jianping",28,University of Ottawa,Ontario,Ontario,CANADA,CANADA,2010
459272,"Guillemette, Chantal",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2010
459272,"TÍtu, Bernard",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2010
459272,"Bairati, Isabelle",13204,Centre Hospitalier Universitaire de QuÈbec,QuÈbec,QuÈbec,CANADA,CANADA,2010
467842,"Belosevic, Miodrag(Mike)",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2010
467842,"Elliott, Duncan",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2010
467842,"Glerum, Moira",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2010
467842,"Neumann, Norman",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2010
463508,"BlÈoo, Stacey",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2010
463508,"Elliott, Duncan",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2010
463508,"Glerum, Moira",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2010
463508,"Somerville, Martin",9,University of Alberta,Alberta,Alberta,CANADA,CANADA,2010
464721,"Branda, Neil",5,Simon Fraser University,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
464721,"Gates, Byron",5,Simon Fraser University,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
464721,"Golnaraghi, Farid",5,Simon Fraser University,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
464721,"Kaminska, Bozena",5,Simon Fraser University,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
464721,"Leung, Albert",5,Simon Fraser University,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
464721,"Li, Paul",5,Simon Fraser University,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
464721,"Menon, Carlo",5,Simon Fraser University,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
464721,"Parameswaran, Meenakshinathan",5,Simon Fraser University,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
464721,"Syrzycki, Marek",5,Simon Fraser University,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
471768,"Li, Paul",5,Simon Fraser University,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
471920,"Chibbar, Ravindra",16,University of Saskatchewan,Saskatchewan,Saskatchewan,CANADA,CANADA,2010
459211,"Mittal, Gauri",24,University of Guelph,Ontario,Ontario,CANADA,CANADA,2010
458165,"Trischuk, William",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2010
467061,"Chouinard, Yvan",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2010
467061,"Lefrancois, Michel",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2010
467061,"Vandenberg, Grant",51,UniversitÈ Laval,QuÈbec,QuÈbec,CANADA,CANADA,2010
472651,"Barron, Ronald",37,University of Windsor,Ontario,Ontario,CANADA,CANADA,2010
472651,"Bolisetti, Tirupati",37,University of Windsor,Ontario,Ontario,CANADA,CANADA,2010
460668,"Hallam, Steven",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
472716,"Cui, Bo",33,University of Waterloo,Ontario,Ontario,CANADA,CANADA,2010
472716,"Sivoththaman, Siva",33,University of Waterloo,Ontario,Ontario,CANADA,CANADA,2010
472110,"Lu, ZhengHong",31,University of Toronto,Ontario,Ontario,CANADA,CANADA,2010
458825,"Vandenberg, Albert",16,University of Saskatchewan,Saskatchewan,Saskatchewan,CANADA,CANADA,2010
458825,"Wei, Yangdou",16,University of Saskatchewan,Saskatchewan,Saskatchewan,CANADA,CANADA,2010
468705,"Mindess, Sidney",2,University of British Columbia,British Columbia,Colombie-Britannique,CANADA,CANADA,2010
460869,"Bock, Wojtek",54,UniversitÈ du QuÈbec en Outaouais,QuÈbec,QuÈbec,CANADA,CANADA,2010
460869,"Albert, Jacques",23,Carleton University,Ontario,Ontario,CANADA,CANADA,2010
460909,"Addison, Jason",75,University of New Brunswick,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2010
460909,"Forbes, Mark",23,Carleton University,Ontario,Ontario,CANADA,CANADA,2010
460909,"Hamilton, Diana",74,Mount Allison University,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2010
460909,"Haralampides, Katy",75,University of New Brunswick,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2010
460909,"Wang, Lin",75,University of New Brunswick,New Brunswick,Nouveau-Brunswick,CANADA,CANADA,2010
