"ID","MK-ID","community","count","inCore","info","betweenness"
"Bornmann L, 2010, J INFORMETR","WOS:000278543600001",4,54,True,"WOS:000278543600001, Bornmann Lutz, A meta-evaluation of scientific research proposals: Different ways of comparing rejected to awarded applications, JOURNAL OF INFORMETRICS, 4, 211",0.013
"Kondo M, 2012, SCIENTOMETRICS","WOS:000297708000009",8,2,True,"WOS:000297708000009, Kondo Masayuki, A public research institute that created and led a large industrial group in Japan, SCIENTOMETRICS, 90, 141",0.0
"Hsu Jw, 2011, SCIENTOMETRICS","WOS:000286496200007",2,5,True,"WOS:000286496200007, Hsu Jiann-wien, Correlation between impact and collaboration, SCIENTOMETRICS, 86, 317",0.0
"Hu Xj, 2011, J INFORMETR","WOS:000285626000003",3,10,True,"WOS:000285626000003, Hu Xiaojun, On the definition of forward and backward citation generations, JOURNAL OF INFORMETRICS, 5, 27",0.025
"Kivinen O, 2013, SCIENTOMETRICS","WOS:000313711500014",14,2,True,"WOS:000313711500014, Kivinen Osmo, Productivity analysis of research in Natural Sciences Technology and Clinical Medicine: an input-output model applied in comparison of Top 300 ranked universities of 4 North European and 4 East Asian countries, SCIENTOMETRICS, 94, 683",0.0
"Egghe L, 2012, J AM SOC INF SCI TEC","WOS:000302157900021",6,16,True,"WOS:000302157900021, Egghe Leo, Thoughts on uncitedness: Nobel laureates and fields medalists as case studies (vol 62 pg 1637 2011), JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 63, 429",0.002
"Messinis G, 2011, SCIENTOMETRICS","WOS:000296474400006",3,4,True,"WOS:000296474400006, Messinis George, Triadic citations country biases and patent value: the case of pharmaceuticals, SCIENTOMETRICS, 89, 813",0.001
"Shapira B, 2011, J AM SOC INF SCI TEC","WOS:000285428000012",8,3,True,"WOS:000285428000012, Shapira Bracha, Personalized Search: Integrating Collaboration and Social Networks, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 62, 146",0.0
"Abbasi A, 2011, SCIENTOMETRICS","WOS:000296473400012",7,5,True,"WOS:000296473400012, Abbasi Alireza, Evolutionary dynamics of scientific collaboration networks: multi-levels and cross-time analysis, SCIENTOMETRICS, 89, 687",0.0
"Baumgartner Se, 2014, J ASSOC INF SCI TECH","WOS:000335583300014",4,2,True,"WOS:000335583300014, Baumgartner Susanne E., Group-Based Trajectory Modeling (GBTM) of Citations in Scholarly Literature: Dynamic Qualities of ""Transient"" and ""Sticky Knowledge Claims"", JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY, 65, 797",0.0
"Leydesdorff L, 2011, J AM SOC INF SCI TEC","WOS:000296453900005",4,159,True,"WOS:000296453900005, Leydesdorff Loet, Integrated Impact Indicators Compared With Impact Factors: An Alternative Research Design With Policy Implications, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 62, 2133",0.151
"Balaban At, 2012, SCIENTOMETRICS","WOS:000306547000003",2,6,True,"WOS:000306547000003, Balaban Alexandru T., Positive and negative aspects of citation indices and journal impact factors, SCIENTOMETRICS, 92, 241",0.0
"Liao Ch, 2011, SCIENTOMETRICS","WOS:000286627500013",9,4,True,"WOS:000286627500013, Liao Chien Hsiang, How to improve research quality? Examining the impacts of collaboration intensity and member diversity in collaboration networks, SCIENTOMETRICS, 86, 747",0.0
"Giuliani F, 2010, SCIENTOMETRICS","WOS:000280947400002",7,3,True,"WOS:000280947400002, Giuliani Francesco, Assessing scientific collaboration through coauthorship and content sharing, SCIENTOMETRICS, 85, 13",0.0
"Kim H, 2012, SCIENTOMETRICS","WOS:000297708000007",8,4,True,"WOS:000297708000007, Kim Haneul, Triple helix in the agricultural sector of Northeast Asian countries: a comparative study between Korea and China, SCIENTOMETRICS, 90, 101",0.0
"Cronin B, 2013, J AM SOC INF SCI TEC","WOS:000325930600001",1,5,True,"WOS:000325930600001, Cronin Blaise, Self-plagiarism: An odious oxymoron, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 64, 873",0.0
"Shema H, 2014, J ASSOC INF SCI TECH","WOS:000335583800011",1,2,True,"WOS:000335583800011, Shema Hadas, Do Blog Citations Correlate With a Higher Number of Future Citations? Research Blogs as a Potential Source for Alternative Metrics, JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY, 65, 1018",0.0
"Lv Ph, 2011, SCIENTOMETRICS","WOS:000292210400005",5,8,True,"WOS:000292210400005, Lv Peng Hui, Bibliometric trend analysis on global graphene research, SCIENTOMETRICS, 88, 399",0.003
"Shin Jc, 2012, SCIENTOMETRICS","WOS:000297708000018",8,8,True,"WOS:000297708000018, Shin Jung Cheol, Knowledge-based innovation and collaboration: a triple-helix approach in Saudi Arabia, SCIENTOMETRICS, 90, 311",0.004
"Schreiber M, 2012, J AM SOC INF SCI TEC","WOS:000308888400013",4,7,True,"WOS:000308888400013, Schreiber Michael, Inconsistencies of recently proposed citation impact indicators and how to avoid them, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 63, 2062",0.0
"Smolinsky L, 2012, SCIENTOMETRICS","WOS:000303533600017",2,2,True,"WOS:000303533600017, Smolinsky Lawrence, Citation rates in mathematics: a study of variation by subdiscipline, SCIENTOMETRICS, 91, 911",0.0
"Prathap G, 2011, J AM SOC INF SCI TEC","WOS:000289486100013",4,2,True,"WOS:000289486100013, Prathap Gangan, A Thermodynamic Explanation for the Glanzel-Schubert Model for the h-Index, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 62, 992",0.0
"Cho Cc, 2010, SCIENTOMETRICS","WOS:000282048200006",5,4,True,"WOS:000282048200006, Cho Cheng-Chung, Improvements in productivity based on co-authorship: a case study of published articles in China, SCIENTOMETRICS, 85, 463",0.001
"Danell R, 2013, SCIENTOMETRICS","WOS:000314753500013",0,1,True,"WOS:000314753500013, Danell Rickard, Career prospects for female university researchers have not improved, SCIENTOMETRICS, 94, 999",0.0
"Kliegl R, 2011, SCIENTOMETRICS","WOS:000287665900011",7,5,True,"WOS:000287665900011, Kliegl Reinhold, International collaboration in psychology is on the rise, SCIENTOMETRICS, 87, 149",0.002
"Liang Lm, 2012, SCIENTOMETRICS","WOS:000297708000015",8,5,True,"WOS:000297708000015, Liang Liming, The role of Chinese universities in enterprise-university research collaboration, SCIENTOMETRICS, 90, 253",0.001
"Chen Dz, 2010, SCIENTOMETRICS","WOS:000273950900012",3,1,True,"WOS:000273950900012, Chen Dar-Zen, Constructing a new patent bibliometric performance measure by using modified citation rate analyses with dynamic backward citation windows, SCIENTOMETRICS, 82, 149",0.0
"Williams Cj, 2013, J AM SOC INF SCI TEC","WOS:000322870300002",8,1,True,"WOS:000322870300002, Williams Christopher J., Using bibliometrics to support the facilitation of cross-disciplinary communication, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 64, 1768",0.0
"Lillquist E, 2010, SCIENTOMETRICS","WOS:000280274400013",14,8,True,"WOS:000280274400013, Lillquist Eva, The discipline dependence of citation statistics, SCIENTOMETRICS, 84, 749",0.0
"Zhao Lm, 2011, SCIENTOMETRICS","WOS:000294839200003",7,5,True,"WOS:000294839200003, Zhao Limei, Mapping knowledge domains of Chinese digital library research output 1994-2010, SCIENTOMETRICS, 89, 51",0.006
"Wang Mh, 2010, SCIENTOMETRICS","WOS:000280274400018",5,7,True,"WOS:000280274400018, Wang Ming-Huang, A bibliometric analysis of the performance of Water Research, SCIENTOMETRICS, 84, 813",0.007
"Macroberts Mh, 2010, J AM SOC INF SCI TEC","WOS:000273155100001",2,14,True,"WOS:000273155100001, MacRoberts M. H., Problems of Citation Analysis: A Study of Uncited and Seldom-Cited Influences, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 61, 1",0.0
"Groh G, 2011, SCIENTOMETRICS","WOS:000296473400006",7,5,True,"WOS:000296473400006, Groh Georg, Multi-modal social networks for modeling scientific fields, SCIENTOMETRICS, 89, 569",0.0
"Verleysen Ft, 2013, J AM SOC INF SCI TEC","WOS:000323388100017",11,2,True,"WOS:000323388100017, Verleysen Frederik T., A label for peer-reviewed books, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 64, 428",0.0
"Frandsen Tf, 2012, J AM SOC INF SCI TEC","WOS:000302158800006",9,3,True,"WOS:000302158800006, Frandsen Tove Faber, Effects of Academic Experience and Prestige on Researchers' Citing Behavior, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 63, 64",0.0
"Khan Gf, 2011, SCIENTOMETRICS","WOS:000296474400003",8,6,True,"WOS:000296474400003, Khan Gohar Feroz, Network of the core: mapping and visualizing the core of scientific domains, SCIENTOMETRICS, 89, 759",0.005
"Ortega Jl, 2011, J INFORMETR","WOS:000291032500001",14,4,True,"WOS:000291032500001, Luis Ortega Jose, Multivariate approach to classify research institutes according to their outputs: The case of the CSIC's institutes, JOURNAL OF INFORMETRICS, 5, 323",0.0
"Stvilia B, 2011, J AM SOC INF SCI TEC","WOS:000286687300006",9,2,True,"WOS:000286687300006, Stvilia Besiki, Composition of Scientific Teams and Publication Productivity at a National Science Lab, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 62, 270",0.0
"Baskurt Ok, 2011, SCIENTOMETRICS","WOS:000286627500007",9,3,True,"WOS:000286627500007, Baskurt Oguz K., Time series analysis of publication counts of a university: what are the implications?, SCIENTOMETRICS, 86, 645",0.0
"Lariviere V, 2011, SCIENTOMETRICS","WOS:000289792600004",0,9,True,"WOS:000289792600004, Lariviere Vincent, Sex differences in research funding productivity and impact: an analysis of Quebec university professors, SCIENTOMETRICS, 87, 483",0.021
"Claro J, 2011, SCIENTOMETRICS","WOS:000284888600009",9,5,True,"WOS:000284888600009, Claro Joao, A made-to-measure indicator for cross-disciplinary bibliometric ranking of researchers performance, SCIENTOMETRICS, 86, 113",0.003
"Vaughan L, 2012, SCIENTOMETRICS","WOS:000309357600016",8,1,True,"WOS:000309357600016, Vaughan Liwen, Exploring Web keyword analysis as an alternative to link analysis: a multi-industry case, SCIENTOMETRICS, 93, 217",0.0
"Rafols I, 2010, SCIENTOMETRICS","WOS:000274111600005",4,39,True,"WOS:000274111600005, Rafols Ismael, Diversity and network coherence as indicators of interdisciplinarity: case studies in bionanoscience, SCIENTOMETRICS, 82, 263",0.034
"Mingers J, 2010, SCIENTOMETRICS","WOS:000282048200018",2,12,True,"WOS:000282048200018, Mingers John, Counting the citations: a comparison of Web of Science and Google Scholar in the field of business and management, SCIENTOMETRICS, 85, 613",0.004
"Abbasi A, 2012, J INFORMETR","WOS:000303660100006",7,10,True,"WOS:000303660100006, Abbasi Alireza, Betweenness centrality as a driver of preferential attachment in the evolution of research collaboration networks, JOURNAL OF INFORMETRICS, 6, 403",0.001
"Huang Mh, 2011, J AM SOC INF SCI TEC","WOS:000297303100011",5,8,True,"WOS:000297303100011, Huang Mu-Hsuan, Counting Methods Country Rank Changes and Counting Inflation in the Assessment of National Research Productivity and Impact, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 62, 2427",0.006
"Cabanac G, 2011, SCIENTOMETRICS","WOS:000289792600011",9,3,True,"WOS:000289792600011, Cabanac Guillaume, Accuracy of inter-researcher similarity measures based on topical and social clues, SCIENTOMETRICS, 87, 597",0.0
"Zhang L, 2011, J INFORMETR","WOS:000296524200010",1,9,True,"WOS:000296524200010, Zhang Lin, The diffusion of H-related literature, JOURNAL OF INFORMETRICS, 5, 583",0.0
"Szostak R, 2010, J AM SOC INF SCI TEC","WOS:000276991500018",15,3,True,"WOS:000276991500018, Szostak Rick, Comment on Hjorland's Concept Theory, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 61, 1076",0.0
"Haustein S, 2014, J ASSOC INF SCI TECH","WOS:000335583300002",1,2,True,"WOS:000335583300002, Haustein Stefanie, Tweeting Biomedicine: An Analysis of Tweets and Citations in the Biomedical Literature, JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY, 65, 656",0.0
"Prathap G, 2012, SCIENTOMETRICS","WOS:000301188500019",6,7,True,"WOS:000301188500019, Prathap Gangan, The quality-quantity-quasity and energy-exergy-entropy exegesis of expected value calculation of citation performance, SCIENTOMETRICS, 91, 269",0.0
"Linmans Ajm, 2010, SCIENTOMETRICS","WOS:000276499500001",11,8,True,"WOS:000276499500001, Linmans A. J. M., Why with bibliometrics the Humanities does not need to be the weakest link Indicators for research evaluation based on citations library holdings and productivity measures, SCIENTOMETRICS, 83, 337",0.004
"Wan Jk, 2010, SCIENTOMETRICS","WOS:000275124700009",11,5,True,"WOS:000275124700009, Wan Jin-kun, The journal download immediacy index (DII): experiences using a Chinese full-text database, SCIENTOMETRICS, 82, 555",0.0
"Van Eck Nj, 2010, SCIENTOMETRICS","WOS:000278695500019",4,44,True,"WOS:000278695500019, van Eck Nees Jan, Software survey: VOSviewer a computer program for bibliometric mapping, SCIENTOMETRICS, 84, 523",0.024
"Abramo G, 2012, J INFORMETR","WOS:000308581700023",9,18,True,"WOS:000308581700023, Abramo Giovanni, How important is choice of the scaling factor in standardizing citations?, JOURNAL OF INFORMETRICS, 6, 645",0.014
"Costas R, 2011, SCIENTOMETRICS","WOS:000294839200009",5,15,True,"WOS:000294839200009, Costas Rodrigo, The ""Mendel syndrome"" in science: durability of scientific literature and its effects on bibliometric analysis of individual scientists, SCIENTOMETRICS, 89, 177",0.01
"Breimer Lh, 2013, SCIENTOMETRICS","WOS:000320401500020",0,1,True,"WOS:000320401500020, Breimer Lars H., Impact of foreign external PhD examiners on academic collaboration patterns, SCIENTOMETRICS, 96, 315",0.0
"Lee Yg, 2012, SCIENTOMETRICS","WOS:000297708000013",8,1,True,"WOS:000297708000013, Lee Yong-Gil, Strengthening competency linkage to innovation at Korean universities, SCIENTOMETRICS, 90, 219",0.0
"Wu Q, 2010, J AM SOC INF SCI TEC","WOS:000274926000013",6,17,True,"WOS:000274926000013, Wu Qiang, The w-Index: A Measure to Assess Scientific Impact by Focusing on Widely Cited Papers, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 61, 609",0.001
"Zhao Qj, 2011, SCIENTOMETRICS","WOS:000287665900012",3,4,True,"WOS:000287665900012, Zhao Qingjun, International collaboration of three 'giants' with the G7 countries in emerging nanobiopharmaceuticals, SCIENTOMETRICS, 87, 159",0.004
"Borrego A, 2010, SCIENTOMETRICS","WOS:000275417400006",0,7,True,"WOS:000275417400006, Borrego Angel, Scientific output and impact of postdoctoral scientists: a gender perspective, SCIENTOMETRICS, 83, 93",0.006
"Mauleon E, 2013, SCIENTOMETRICS","WOS:000316046000008",0,2,True,"WOS:000316046000008, Mauleon Elba, Assessing gender balance among journal authors and editorial board members, SCIENTOMETRICS, 95, 87",0.0
"Gao X, 2011, SCIENTOMETRICS","WOS:000292210400001",21,6,True,"WOS:000292210400001, Gao Xia, Mapping collaborative knowledge production in China using patent co-inventorships, SCIENTOMETRICS, 88, 343",0.0
"Vinkler P, 2012, J INFORMETR","WOS:000301364100009",4,8,True,"WOS:000301364100009, Vinkler Peter, The case of scientometricians with the ""absolute relative"" impact indicator, JOURNAL OF INFORMETRICS, 6, 254",0.0
"Bouabid H, 2011, SCIENTOMETRICS","WOS:000292210200013",9,7,True,"WOS:000292210200013, Bouabid Hamid, Revisiting citation aging: a model for citation distribution and life-cycle prediction, SCIENTOMETRICS, 88, 199",0.0
"Herranz N, 2013, SCIENTOMETRICS","WOS:000316046000028",1,1,True,"WOS:000316046000028, Herranz Neus, The end of the ""European Paradox"", SCIENTOMETRICS, 95, 453",0.0
"Aguillo If, 2010, SCIENTOMETRICS","WOS:000280947400018",14,19,True,"WOS:000280947400018, Aguillo Isidro F., Comparing university rankings, SCIENTOMETRICS, 85, 243",0.038
"Henzinger M, 2010, SCIENTOMETRICS","WOS:000278695500016",11,6,True,"WOS:000278695500016, Henzinger Monika, The stability of the h-index, SCIENTOMETRICS, 84, 465",0.0
"Schubert A, 2010, SCIENTOMETRICS","WOS:000276499500019",7,8,True,"WOS:000276499500019, Schubert Andras, Mapping of science journals based on h-similarity, SCIENTOMETRICS, 83, 589",0.004
"Vanclay Jk, 2012, SCIENTOMETRICS","WOS:000303533600007",2,35,True,"WOS:000303533600007, Vanclay Jerome K., Metrics to evaluate research performance in academic institutions: a critique of ERA 2010 as applied in forestry and the indirect H-2 index as a possible alternative, SCIENTOMETRICS, 91, 751",0.029
"Wang Xw, 2012, SCIENTOMETRICS","WOS:000302478200021",5,10,True,"WOS:000302478200021, Wang Xianwen, Science funding and research output: a study on 10 countries, SCIENTOMETRICS, 91, 591",0.018
"Glanzel W, 2010, J INFORMETR","WOS:000272631100013",4,15,True,"WOS:000272631100013, Glanzel Wolfgang, Hirsch-type characteristics of the tail of distributions. The generalised h-index, JOURNAL OF INFORMETRICS, 4, 118",0.004
"Luan Cj, 2013, SCIENTOMETRICS","WOS:000325475300018",3,1,True,"WOS:000325475300018, Luan Chunjuan, Divergence and convergence: technology-relatedness evolution in solar energy industry, SCIENTOMETRICS, 97, 461",0.0
"Albarran P, 2011, J AM SOC INF SCI TEC","WOS:000285428000003",1,19,True,"WOS:000285428000003, Albarran Pedro, References Made and Citations Received by Scientific Articles, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 62, 40",0.004
"Kousha K, 2010, J INFORMETR","WOS:000272631100014",11,11,True,"WOS:000272631100014, Kousha Kayvan, Using the Web for research evaluation: The Integrated Online Impact indicator, JOURNAL OF INFORMETRICS, 4, 124",0.016
"Torrisi B, 2013, SCIENTOMETRICS","WOS:000313711500022",9,3,True,"WOS:000313711500022, Torrisi Benedetto, Academic productivity correlated with well-being at work, SCIENTOMETRICS, 94, 801",0.0
"Sangwal K, 2011, J INFORMETR","WOS:000296524200007",2,6,True,"WOS:000296524200007, Sangwal K., On the growth of citations of publication output of individual authors, JOURNAL OF INFORMETRICS, 5, 554",0.008
"Waltman L, 2013, J AM SOC INF SCI TEC","WOS:000323388100012",1,9,True,"WOS:000323388100012, Waltman Ludo, On the calculation of percentile-based bibliometric indicators, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 64, 372",0.0
"Romero-Frias E, 2010, J AM SOC INF SCI TEC","WOS:000282778400012",8,5,True,"WOS:000282778400012, Romero-Frias Esteban, European Political Trends Viewed Through Patterns of Web Linking, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 61, 2109",0.0
"Schulz Pa, 2012, SCIENTOMETRICS","WOS:000310230400017",6,4,True,"WOS:000310230400017, Schulz Peter A., Revisiting country research profiles: learning about the scientific cultures, SCIENTOMETRICS, 93, 517",0.0
"Lei Xp, 2012, SCIENTOMETRICS","WOS:000297708000014",8,5,True,"WOS:000297708000014, Lei Xiao-Ping, The inventive activities and collaboration pattern of university-industry-government in China based on patent analysis, SCIENTOMETRICS, 90, 231",0.0
"Stvilia B, 2010, J AM SOC INF SCI TEC","WOS:000284231100008",19,6,True,"WOS:000284231100008, Stvilia Besiki, Member Activities and Quality of Tags in a Collection of Historical Photographs in Flickr, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 61, 2477",0.0
"Glanzel W, 2012, SCIENTOMETRICS","WOS:000309357600009",7,7,True,"WOS:000309357600009, Glanzel Wolfgang, The role of core documents in bibliometric network analysis and their relation with h-type indices, SCIENTOMETRICS, 93, 113",0.001
"Gerken Jm, 2012, SCIENTOMETRICS","WOS:000303533600001",3,3,True,"WOS:000303533600001, Gerken Jan M., A new instrument for technology monitoring: novelty in patents measured by semantic patent analysis, SCIENTOMETRICS, 91, 645",0.0
"Chang Pl, 2010, SCIENTOMETRICS","WOS:000273950900002",3,6,True,"WOS:000273950900002, Chang Pao-Long, Using patent analyses to monitor the technological trends in an emerging field of technology: a case of carbon nanotube field emission display, SCIENTOMETRICS, 82, 5",0.0
"Rousseau R, 2012, J AM SOC INF SCI TEC","WOS:000302157900016",4,19,True,"WOS:000302157900016, Rousseau Ronald, Basic Properties of Both Percentile Rank Scores and the I3 Indicator, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 63, 416",0.001
"Inglesi-Lotz R, 2011, SCIENTOMETRICS","WOS:000294839700004",6,4,True,"WOS:000294839700004, Inglesi-Lotz Roula, Scientometric impact assessment of a research policy instrument: the case of rating researchers on scientific outputs in South Africa, SCIENTOMETRICS, 88, 747",0.0
"Harzing Aw, 2014, SCIENTOMETRICS","WOS:000335905000010",11,2,True,"WOS:000335905000010, Harzing Anne-Wil, hIa: an individual annual h-index to accommodate disciplinary and career length differences, SCIENTOMETRICS, 99, 811",0.0
"Egghe L, 2010, SCIENTOMETRICS","WOS:000278267100010",6,13,True,"WOS:000278267100010, Egghe L., On the relation between Schubert's h-index of a single paper and its total number of received citations, SCIENTOMETRICS, 84, 115",0.005
"Aguillo If, 2012, SCIENTOMETRICS","WOS:000302478200004",20,5,True,"WOS:000302478200004, Aguillo Isidro F., Is Google Scholar useful for bibliometrics? A webometric analysis, SCIENTOMETRICS, 91, 343",0.0
"Guo Hn, 2011, SCIENTOMETRICS","WOS:000294839200025",8,3,True,"WOS:000294839200025, Guo Hanning, Mixed-indicators model for identifying emerging research areas, SCIENTOMETRICS, 89, 421",0.0
"Persson O, 2010, SCIENTOMETRICS","WOS:000276499500005",2,14,True,"WOS:000276499500005, Persson Olle, Are highly cited papers more international?, SCIENTOMETRICS, 83, 397",0.004
"Pepe A, 2010, SCIENTOMETRICS","WOS:000280274400009",7,5,True,"WOS:000280274400009, Pepe Alberto, Collaboration in sensor network research: an in-depth longitudinal analysis of assortative mixing patterns, SCIENTOMETRICS, 84, 687",0.0
"Yoon J, 2012, SCIENTOMETRICS","WOS:000299088900007",3,7,True,"WOS:000299088900007, Yoon Janghyeok, Detecting signals of new technological opportunities using semantic patent analysis and outlier detection, SCIENTOMETRICS, 90, 445",0.0
"Dorta-Gonzalez P, 2013, J INFORMETR","WOS:000323859700003",4,3,True,"WOS:000323859700003, Dorta-Gonzalez P., Impact maturity times and citation time windows: The 2-year maximum journal impact factor, JOURNAL OF INFORMETRICS, 7, 593",0.0
"Mallig N, 2010, J INFORMETR","WOS:000281616200011",9,8,True,"WOS:000281616200011, Mallig Nicolai, A relational database for bibliometric analysis, JOURNAL OF INFORMETRICS, 4, 564",0.003
"Chen Ys, 2012, SCIENTOMETRICS","WOS:000300325800005",3,5,True,"WOS:000300325800005, Chen Yu-Shan, Using the entropy-based patent measure to explore the influences of related and unrelated technological diversification upon technological competences and firm performance, SCIENTOMETRICS, 90, 825",0.008
"Zitt M, 2010, J INFORMETR","WOS:000278543600018",4,24,True,"WOS:000278543600018, Zitt Michel, Citing-side normalization of journal impact: A robust variant of the Audience Factor, JOURNAL OF INFORMETRICS, 4, 392",0.004
"Ohba N, 2012, SCIENTOMETRICS","WOS:000310230400002",9,3,True,"WOS:000310230400002, Ohba Norio, Sleeping beauties in ophthalmology, SCIENTOMETRICS, 93, 253",0.0
"Marx W, 2010, J AM SOC INF SCI TEC","WOS:000282778400008",1,3,True,"WOS:000282778400008, Marx Werner, Reference Standards and Reference Multipliers for the Comparison of the Citation Impact of Papers Published in Different Time Periods, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 61, 2061",0.0
"Wang Xw, 2012, J INFORMETR","WOS:000308581700024",17,6,True,"WOS:000308581700024, Wang Xianwen, Exploring scientists' working timetable: Do scientists often work overtime?, JOURNAL OF INFORMETRICS, 6, 655",0.0
"Yan E, 2014, J ASSOC INF SCI TECH","WOS:000344225200013",7,1,True,"WOS:000344225200013, Yan Erjia, Finding Knowledge Paths Among Scientific Disciplines, JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY, 65, 2331",0.0
"Wilkinson D, 2012, J AM SOC INF SCI TEC","WOS:000306758600011",8,2,True,"WOS:000306758600011, Wilkinson David, Trending Twitter topics in English: An international comparison, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 63, 1631",0.0
"Gonzalez-Pereira B, 2010, J INFORMETR","WOS:000278543600017",4,34,True,"WOS:000278543600017, Gonzalez-Pereira Borja, A new approach to the metric of journals' scientific prestige: The SJR indicator, JOURNAL OF INFORMETRICS, 4, 379",0.013
"Fu Ld, 2010, SCIENTOMETRICS","WOS:000280947400019",1,6,True,"WOS:000280947400019, Fu Lawrence D., Using content-based and bibliometric features for machine learning models to predict citation counts in the biomedical literature, SCIENTOMETRICS, 85, 257",0.0
"Finardi U, 2013, J INFORMETR","WOS:000318377100013",2,4,True,"WOS:000318377100013, Finardi Ugo, Correlation between Journal Impact Factor and Citation Performance: An experimental study, JOURNAL OF INFORMETRICS, 7, 357",0.0
"Bornmann L, 2014, J ASSOC INF SCI TECH","WOS:000335581500016",1,3,True,"WOS:000335581500016, Bornmann Lutz, On the Function of University Rankings, JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY, 65, 428",0.0
"Waltman L, 2010, J INFORMETR","WOS:000281616200017",4,29,True,"WOS:000281616200017, Waltman Ludo, A unified approach to mapping and clustering of bibliometric networks, JOURNAL OF INFORMETRICS, 4, 629",0.014
"Waltman L, 2014, J ASSOC INF SCI TECH","WOS:000335582300018",1,4,True,"WOS:000335582300018, Waltman Ludo, F1000 Recommendations as a Potential New Data Source for Research Evaluation: A Comparison With Citations, JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY, 65, 433",0.0
"Kosmulski M, 2011, J INFORMETR","WOS:000291032500017",4,10,True,"WOS:000291032500017, Kosmulski Marek, Successful papers: A new idea in evaluation of scientific output, JOURNAL OF INFORMETRICS, 5, 481",0.0
"Lariviere V, 2010, J AM SOC INF SCI TEC","WOS:000274038400017",2,20,True,"WOS:000274038400017, Lariviere Vincent, The Impact Factor's Matthew Effect: A Natural Experiment in Bibliometrics, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 61, 424",0.008
"Cui H, 2010, J AM SOC INF SCI TEC","WOS:000274926000007",8,4,True,"WOS:000274926000007, Cui Hong, Semantic Annotation of Biosystematics Literature Without Training Examples, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 61, 522",0.0
"Toivanen H, 2011, SCIENTOMETRICS","WOS:000292210400009",2,3,True,"WOS:000292210400009, Toivanen Hannes, African regional innovation systems: bibliometric analysis of research collaboration patterns 2005-2009, SCIENTOMETRICS, 88, 471",0.0
"Cole C, 2011, J AM SOC INF SCI TEC","WOS:000291953800002",22,3,True,"WOS:000291953800002, Cole Charles, A Theory of Information Need for Information Retrieval That Connects Information to Knowledge, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 62, 1216",0.0
"Badar K, 2013, SCIENTOMETRICS","WOS:000313711500019",9,3,True,"WOS:000313711500019, Badar Kamal, Examining the relationship of co-authorship network centrality and gender on academic research performance: the case of chemistry researchers in Pakistan, SCIENTOMETRICS, 94, 755",0.0
