"ID","MK-ID","community","count","inCore","info","betweenness"
"Mohammadi E, 2013, SCIENTOMETRICS","WOS:000325475300013",1,6,True,"WOS:000325475300013, Mohammadi Ehsan, Assessing non-standard article impact using F1000 labels, SCIENTOMETRICS, 97, 383",0.004
"Schneider Jw, 2013, J INFORMETR","WOS:000313121300005",1,9,True,"WOS:000313121300005, Schneider Jesper W., Caveats for using statistical significance tests in research assessments, JOURNAL OF INFORMETRICS, 7, 50",0.011
"Burrell Ql, 2013, J INFORMETR","WOS:000323859700011",2,2,True,"WOS:000323859700011, Burrell Quentin L., A stochastic approach to the relation between the impact factor and the uncitedness factor, JOURNAL OF INFORMETRICS, 7, 676",0.0
"Pouris A, 2011, SCIENTOMETRICS","WOS:000286496200020",4,6,True,"WOS:000286496200020, Pouris Anthipi, Scientometrics of a pandemic: HIV/AIDS research in South Africa and the World, SCIENTOMETRICS, 86, 541",0.0
"Garcia-Perez Ma, 2010, J AM SOC INF SCI TEC","WOS:000282778400009",11,11,True,"WOS:000282778400009, Garcia-Perez Miguel A., Accuracy and Completeness of Publication and Citation Records in the Web of Science PsycINFO and Google Scholar: A Case Study for the Computation of h Indices in Psychology, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 61, 2070",0.003
"Didegah F, 2013, J INFORMETR","WOS:000327920400011",2,5,True,"WOS:000327920400011, Didegah Fereshteh, Which factors help authors produce the highest impact research? Collaboration journal and document properties, JOURNAL OF INFORMETRICS, 7, 861",0.0
"Franceschini F, 2012, J INFORMETR","WOS:000308581700026",4,1,True,"WOS:000308581700026, Franceschini Fiorenzo, Further clarifications about the success-index, JOURNAL OF INFORMETRICS, 6, 669",0.0
"Ausloos M, 2013, SCIENTOMETRICS","WOS:000318807000005",5,4,True,"WOS:000318807000005, Ausloos M., A scientometrics law about co-authors and their ranking: the co-author core, SCIENTOMETRICS, 95, 895",0.003
"Raj Rg, 2012, SCIENTOMETRICS","WOS:000310230400005",6,4,True,"WOS:000310230400005, Raj R. G., Relative measure index: a metric to measure the quality of journals, SCIENTOMETRICS, 93, 305",0.0
"Rousseau R, 2012, J INFORMETR","WOS:000301364100003",6,6,True,"WOS:000301364100003, Rousseau Ronald, A preliminary investigation on diffusion through a layered system, JOURNAL OF INFORMETRICS, 6, 177",0.016
"Tang L, 2011, SCIENTOMETRICS","WOS:000286496200006",5,19,True,"WOS:000286496200006, Tang Li, Regional development and interregional collaboration in the growth of nanotechnology research in China, SCIENTOMETRICS, 86, 299",0.03
"Abbas Am, 2011, SCIENTOMETRICS","WOS:000292210200007",5,4,True,"WOS:000292210200007, Abbas Ash Mohammad, Weighted indices for evaluating the quality of research with multiple authorship, SCIENTOMETRICS, 88, 107",0.0
"Moussa S, 2010, J INFORMETR","WOS:000272631100012",11,6,True,"WOS:000272631100012, Moussa Salim, Ranking marketing journals using the Google Scholar-based hg-index, JOURNAL OF INFORMETRICS, 4, 107",0.0
"Butler L, 2011, J INFORMETR","WOS:000296524200019",11,3,True,"WOS:000296524200019, Butler Linda, The devil is in the detail: Concerns about Vanclay's analysis of Australian journal rankings, JOURNAL OF INFORMETRICS, 5, 693",0.0
"Jeong S, 2011, SCIENTOMETRICS","WOS:000296474400015",9,3,True,"WOS:000296474400015, Jeong Seongkyoon, The determinants of research collaboration modes: exploring the effects of research and researcher characteristics on co-authorship, SCIENTOMETRICS, 89, 967",0.0
"Glanzel W, 2010, SCIENTOMETRICS","WOS:000277418400008",6,7,True,"WOS:000277418400008, Glanzel Wolfgang, The role of the h-index and the characteristic scores and scales in testing the tail properties of scientometric distributions, SCIENTOMETRICS, 83, 697",0.0
"Engels Tce, 2012, SCIENTOMETRICS","WOS:000310230400009",11,11,True,"WOS:000310230400009, Engels Tim C. E., Changing publication patterns in the Social Sciences and Humanities 2000-2009, SCIENTOMETRICS, 93, 373",0.001
"Wang Sh, 2010, J INFORMETR","WOS:000278543600003",2,1,True,"WOS:000278543600003, Wang Shuhua, Effect of cooperation between Chinese scientific journals and international publishers on journals' impact factor, JOURNAL OF INFORMETRICS, 4, 233",0.0
"Mendlowicz Mv, 2011, SCIENTOMETRICS","WOS:000284888600003",0,3,True,"WOS:000284888600003, Mendlowicz Mauro Vitor, Is there a 'gender gap' in authorship of the main Brazilian psychiatric journals at the beginning of the 21st century?, SCIENTOMETRICS, 86, 27",0.0
"Puuska Hm, 2010, SCIENTOMETRICS","WOS:000274111600015",0,5,True,"WOS:000274111600015, Puuska Hanna-Mari, Effects of scholar's gender and professional position on publishing productivity in different publication types. Analysis of a Finnish university, SCIENTOMETRICS, 82, 419",0.0
"Wang J, 2013, SCIENTOMETRICS","WOS:000314753500003",1,10,True,"WOS:000314753500003, Wang Jian, Citation time window choice for research impact evaluation, SCIENTOMETRICS, 94, 851",0.001
"Amara N, 2012, SCIENTOMETRICS","WOS:000310964500001",9,4,True,"WOS:000310964500001, Amara Nabil, Counting citations in the field of business and management: why use Google Scholar rather than the Web of Science, SCIENTOMETRICS, 93, 553",0.0
"Quesada A, 2011, SCIENTOMETRICS","WOS:000287665900008",1,4,True,"WOS:000287665900008, Quesada Antonio, Further characterizations of the Hirsch index, SCIENTOMETRICS, 87, 107",0.0
"Wang Xw, 2011, SCIENTOMETRICS","WOS:000294839700005",7,7,True,"WOS:000294839700005, Wang Xianwen, Patent co-citation networks of Fortune 500 companies, SCIENTOMETRICS, 88, 761",0.0
"Bote Vpg, 2013, J AM SOC INF SCI TEC","WOS:000323388100014",11,3,True,"WOS:000323388100014, Guerrero Bote Vicente P., Quantifying the benefits of international scientific collaboration, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 64, 392",0.0
"Yang M, 2012, J AM SOC INF SCI TEC","WOS:000302157900005",8,1,True,"WOS:000302157900005, Yang Ming, Artificial Immune System for Illicit Content Identification in Social Media, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 63, 256",0.0
"Ortega Jl, 2013, J INFORMETR","WOS:000318377100017",20,2,True,"WOS:000318377100017, Luis Ortega Jose, Institutional and country collaboration in an online service of scientific profiles: Google Scholar Citations, JOURNAL OF INFORMETRICS, 7, 394",0.0
"Prathap G, 2014, J ASSOC INF SCI TECH","WOS:000335583800015",6,6,True,"WOS:000335583800015, Prathap Gangan, Measures for Impact Consistency and the h- and g-Indices, JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY, 65, 1076",0.0
"Leite P, 2011, SCIENTOMETRICS","WOS:000292210200020",9,6,True,"WOS:000292210200020, Leite Paula, A new indicator for international visibility: exploring Brazilian scientific community, SCIENTOMETRICS, 88, 311",0.0
"Leydesdorff L, 2010, J AM SOC INF SCI TEC","WOS:000283565500015",4,80,True,"WOS:000283565500015, Leydesdorff Loet, Scopus's Source Normalized Impact per Paper (SNIP) Versus a Journal Impact Factor Based on Fractional Counting of Citations, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 61, 2365",0.09
"Avila-Robinson A, 2013, SCIENTOMETRICS","WOS:000318807000001",5,1,True,"WOS:000318807000001, Avila-Robinson Alfonso, Evolutionary paths of change of emerging nanotechnological innovation systems: the case of ZnO nanostructures, SCIENTOMETRICS, 95, 829",0.0
"Liu Xj, 2012, SCIENTOMETRICS","WOS:000307517500015",7,4,True,"WOS:000307517500015, Liu Xingjian, A bibliometric study of earthquake research: 1900-2010, SCIENTOMETRICS, 92, 747",0.0
"Liu X, 2011, J AM SOC INF SCI TEC","WOS:000291122800014",8,3,True,"WOS:000291122800014, Liu Xuan, Determining Inventor Status and Its Effect on Knowledge Diffusion: A Study on Nanotechnology Literature From China Russia and India, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 62, 1166",0.0
"Boell Sk, 2010, SCIENTOMETRICS","WOS:000275124700013",9,3,True,"WOS:000275124700013, Boell Sebastian K., Journal Impact Factors for evaluating scientific performance: use of h-like indicators, SCIENTOMETRICS, 82, 613",0.0
"Schubert A, 2012, SCIENTOMETRICS","WOS:000301188500022",7,10,True,"WOS:000301188500022, Schubert Andras, A Hirsch-type index of co-author partnership ability, SCIENTOMETRICS, 91, 303",0.003
"Leydesdorff L, 2012, J INFORMETR","WOS:000301364100016",4,10,True,"WOS:000301364100016, Leydesdorff Loet, Interactive overlays: A new method for generating global journal maps from Web-of-Science data, JOURNAL OF INFORMETRICS, 6, 318",0.0
"Rousseau R, 2012, SCIENTOMETRICS","WOS:000306547000020",2,8,True,"WOS:000306547000020, Rousseau Ronald, Updating the journal impact factor or total overhaul?, SCIENTOMETRICS, 92, 413",0.001
"Torres-Salinas D, 2013, J INFORMETR","WOS:000318377100019",11,3,True,"WOS:000318377100019, Torres-Salinas Daniel, Mapping citation patterns of book chapters in the Book Citation Index, JOURNAL OF INFORMETRICS, 7, 412",0.001
"Small H, 2011, SCIENTOMETRICS","WOS:000289106900012",10,11,True,"WOS:000289106900012, Small Henry, Interpreting maps of science using citation context sentiments: a preliminary investigation, SCIENTOMETRICS, 87, 373",0.012
"Hu Cp, 2011, SCIENTOMETRICS","WOS:000286627500008",7,5,True,"WOS:000286627500008, Hu Chang-Ping, A journal co-citation analysis of library and information science in China, SCIENTOMETRICS, 86, 657",0.003
"Leydesdorff L, 2011, SCIENTOMETRICS","WOS:000292210400011",4,7,True,"WOS:000292210400011, Leydesdorff Loet, ""Structuration"" by intellectual organization: the configuration of knowledge in relations among structural components in networks of science, SCIENTOMETRICS, 88, 499",0.001
"Abramo G, 2011, SCIENTOMETRICS","WOS:000292210200015",9,74,True,"WOS:000292210200015, Abramo Giovanni, National research assessment exercises: the effects of changing the rules of the game during the game, SCIENTOMETRICS, 88, 229",0.123
"Schreiber M, 2014, J INFORMETR","WOS:000345527400007",1,2,True,"WOS:000345527400007, Schreiber Michael, How to improve the outcome of performance evaluations in terms of percentiles for citation frequencies of my papers, JOURNAL OF INFORMETRICS, 8, 873",0.0
"Bornmann L, 2011, J INFORMETR","WOS:000291032500018",4,84,True,"WOS:000291032500018, Bornmann Lutz, Some interesting insights from aggregated data published in the World Report SIR 2010, JOURNAL OF INFORMETRICS, 5, 486",0.053
"Jang Sl, 2011, SCIENTOMETRICS","WOS:000284888600005",3,4,True,"WOS:000284888600005, Jang Show-Ling, What determines how long an innovative spell will last?, SCIENTOMETRICS, 86, 65",0.001
"Leydesdorff L, 2013, J INFORMETR","WOS:000318377100005",4,2,True,"WOS:000318377100005, Leydesdorff Loet, Does the specification of uncertainty hurt the progress of scientometrics?, JOURNAL OF INFORMETRICS, 7, 292",0.0
"Erdi P, 2013, SCIENTOMETRICS","WOS:000316046000015",3,4,True,"WOS:000316046000015, Erdi Peter, Prediction of emerging technologies based on analysis of the US patent citation network, SCIENTOMETRICS, 95, 225",0.003
"Van Raan Afj, 2012, SCIENTOMETRICS","WOS:000306547000024",1,1,True,"WOS:000306547000024, van Raan Anthony F. J., Properties of journal impact in relation to bibliometric research group performance indicators, SCIENTOMETRICS, 92, 457",0.0
"An Xy, 2011, SCIENTOMETRICS","WOS:000292210200008",7,5,True,"WOS:000292210200008, An Xin Ying, Co-word analysis of the trends in stem cells field based on subject heading weighting, SCIENTOMETRICS, 88, 133",0.028
"Ketzler R, 2013, SCIENTOMETRICS","WOS:000318807000017",1,1,True,"WOS:000318807000017, Ketzler Rolf, A citation-analysis of economic research institutes, SCIENTOMETRICS, 95, 1095",0.0
"Bouyssou D, 2011, J INFORMETR","WOS:000285626000007",1,11,True,"WOS:000285626000007, Bouyssou Denis, Bibliometric rankings of journals based on Impact Factors: An axiomatic approach, JOURNAL OF INFORMETRICS, 5, 75",0.001
"Didegah F, 2012, J INFORMETR","WOS:000308581700010",2,3,True,"WOS:000308581700010, Didegah Fereshteh, An international comparison of journal publishing and citing behaviours, JOURNAL OF INFORMETRICS, 6, 516",0.0
"Li J, 2014, SCIENTOMETRICS","WOS:000339379600016",9,2,True,"WOS:000339379600016, Li Jiang, Citation curves of ""all-elements-sleeping-beauties"": ""flash in the pan"" first and then ""delayed recognition"", SCIENTOMETRICS, 100, 595",0.0
"Waltman L, 2012, J INFORMETR","WOS:000308581700029",5,8,True,"WOS:000308581700029, Waltman Ludo, An empirical analysis of the use of alphabetical authorship in scientific publishing, JOURNAL OF INFORMETRICS, 6, 700",0.0
"He B, 2012, J INFORMETR","WOS:000303660100002",5,7,True,"WOS:000303660100002, He Bing, Mining patterns of author orders in scientific publications, JOURNAL OF INFORMETRICS, 6, 359",0.001
"Guan Jc, 2010, SCIENTOMETRICS","WOS:000278695500006",3,10,True,"WOS:000278695500006, Guan Jiancheng, A comparative study of research performance in nanotechnology for China's inventor-authors and their non-inventing peers, SCIENTOMETRICS, 84, 331",0.001
"Kosmulski M, 2010, J INFORMETR","WOS:000278543600006",2,3,True,"WOS:000278543600006, Kosmulski Marek, Hirsch-type approach to the 2nd generation citations, JOURNAL OF INFORMETRICS, 4, 257",0.0
"Campanario Jm, 2010, J AM SOC INF SCI TEC","WOS:000274038400016",2,6,True,"WOS:000274038400016, Miguel Campanario Juan, Distribution of Ranks of Articles and Citations in Journals, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 61, 419",0.003
"Zitt M, 2011, J AM SOC INF SCI TEC","WOS:000285428000002",7,5,True,"WOS:000285428000002, Zitt Michel, Hybrid Citation-Word Representations in Science Mapping: Portolan Charts of Research Fields?, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 62, 19",0.0
"Bensman Sj, 2012, SCIENTOMETRICS","WOS:000306547000005",2,4,True,"WOS:000306547000005, Bensman Stephen J., The impact factor: its place in Garfield's thought in science evaluation and in library collection management, SCIENTOMETRICS, 92, 263",0.0
"Kwon Ks, 2012, SCIENTOMETRICS","WOS:000297708000010",8,16,True,"WOS:000297708000010, Kwon Ki-Seok, Has globalization strengthened South Korea's national research system? National and international dynamics of the Triple Helix of scientific co-authorship relationships in South Korea, SCIENTOMETRICS, 90, 163",0.02
"Herranz N, 2012, J AM SOC INF SCI TEC","WOS:000310550000007",1,4,True,"WOS:000310550000007, Herranz Neus, Multiplicative and fractional strategies when journals are assigned to several subfields, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 63, 2195",0.0
"Hammarfelt B, 2011, SCIENTOMETRICS","WOS:000286627500011",4,4,True,"WOS:000286627500011, Hammarfelt Bjorn, Interdisciplinarity and the intellectual base of literature studies: citation analysis of highly cited monographs, SCIENTOMETRICS, 86, 705",0.0
"Bar-Ilan J, 2010, J INFORMETR","WOS:000275515500002",4,6,True,"WOS:000275515500002, Bar-Ilan Judit, Rankings of information and library science journals by JIF and by h-type indices, JOURNAL OF INFORMETRICS, 4, 141",0.003
"Ding Y, 2011, J AM SOC INF SCI TEC","WOS:000286687300003",7,20,True,"WOS:000286687300003, Ding Ying, Applying Weighted PageRank to Author Citation Networks, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 62, 236",0.046
"Shibayama S, 2011, SCIENTOMETRICS","WOS:000292210200003",9,3,True,"WOS:000292210200003, Shibayama Sotaro, Distribution of academic research funds: a case of Japanese national research grant, SCIENTOMETRICS, 88, 43",0.0
"Garcia J, 2012, J AM SOC INF SCI TEC","WOS:000310550000016",1,3,True,"WOS:000310550000016, Garcia J. A., Mapping academic institutions according to their journal publication profile: Spanish universities as a case study, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 63, 2328",0.0
"Yi Y, 2013, SCIENTOMETRICS","WOS:000313711500010",9,2,True,"WOS:000313711500010, Yi Yong, Are CIVETS the next BRICs? A comparative analysis from scientometrics perspective, SCIENTOMETRICS, 94, 615",0.0
"Karpagam R, 2011, SCIENTOMETRICS","WOS:000296473400003",5,3,True,"WOS:000296473400003, Karpagam R., Mapping of nanoscience and nanotechnology research in India: a scientometric analysis 1990-2009, SCIENTOMETRICS, 89, 501",0.0
"Ye Fy, 2011, J AM SOC INF SCI TEC","WOS:000285428000016",6,15,True,"WOS:000285428000016, Ye Fred Y., A Unification of Three Models for the h-Index, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 62, 205",0.015
"Bouyssou D, 2010, J INFORMETR","WOS:000278543600016",1,8,True,"WOS:000278543600016, Bouyssou D., Consistent bibliometric rankings of authors and of journals, JOURNAL OF INFORMETRICS, 4, 365",0.006
"Van Calster B, 2012, J AM SOC INF SCI TEC","WOS:000310550000017",9,2,True,"WOS:000310550000017, Van Calster Ben, It takes time: A remarkable example of delayed recognition, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 63, 2341",0.0
"Schloegl C, 2010, SCIENTOMETRICS","WOS:000275124700010",11,6,True,"WOS:000275124700010, Schloegl Christian, Comparison of citation and usage indicators: the case of oncology journals, SCIENTOMETRICS, 82, 567",0.001
"Aksnes Dw, 2012, J INFORMETR","WOS:000298325300006",1,10,True,"WOS:000298325300006, Aksnes Dag W., Ranking national research systems by citation indicators. A comparative analysis using whole and fractionalised counting methods, JOURNAL OF INFORMETRICS, 6, 36",0.005
"Holmberg K, 2010, SCIENTOMETRICS","WOS:000277418400019",8,7,True,"WOS:000277418400019, Holmberg Kim, Co-inlinking to a municipal Web space: a webometric and content analysis, SCIENTOMETRICS, 83, 851",0.01
"Abramo G, 2010, SCIENTOMETRICS","WOS:000278267100016",9,12,True,"WOS:000278267100016, Abramo Giovanni, Assessing public-private research collaboration: is it possible to compare university performance?, SCIENTOMETRICS, 84, 173",0.001
"Thelwall M, 2012, J INFORMETR","WOS:000298325300007",8,3,True,"WOS:000298325300007, Thelwall Mike, Webometric research with the Bing Search API 2.0, JOURNAL OF INFORMETRICS, 6, 44",0.0
"Bhattacharya S, 2012, SCIENTOMETRICS","WOS:000309357600006",5,4,True,"WOS:000309357600006, Bhattacharya Sujit, China and India: The two new players in the nanotechnology race, SCIENTOMETRICS, 93, 59",0.0
"Crespo Ja, 2014, J ASSOC INF SCI TECH","WOS:000335583900012",1,1,True,"WOS:000335583900012, Crespo Juan A., The Effect on Citation Inequality of Differences in Citation Practices at the Web of Science Subject Category Level, JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY, 65, 1244",0.0
"Harzing Aw, 2014, J INFORMETR","WOS:000331771900004",1,2,True,"WOS:000331771900004, Harzing Anne-Wil, The competitive advantage of nations: An application to academia, JOURNAL OF INFORMETRICS, 8, 29",0.0
"Lee Gj, 2010, SCIENTOMETRICS","WOS:000280274400011",9,2,True,"WOS:000280274400011, Lee Gregory John, Assessing publication performance of research units: extensions through operational research and economic techniques, SCIENTOMETRICS, 84, 717",0.0
"Chang Yw, 2012, J AM SOC INF SCI TEC","WOS:000302158800003",7,4,True,"WOS:000302158800003, Chang Yu-Wei, A Study of the Evolution of Interdisciplinarity in Library and Information Science: Using Three Bibliometric Methods, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 63, 22",0.0
"Kim M, 2012, SCIENTOMETRICS","WOS:000297708000008",8,3,True,"WOS:000297708000008, Kim Minjeong, Measuring Twitter-based political participation and deliberation in the South Korean context by using social network and Triple Helix indicators, SCIENTOMETRICS, 90, 121",0.0
"Alonso S, 2010, SCIENTOMETRICS","WOS:000274111600012",6,20,True,"WOS:000274111600012, Alonso S., hg-index: a new index to characterize the scientific output of researchers based on the h- and g-indices, SCIENTOMETRICS, 82, 391",0.004
"Vanclay Jk, 2011, J INFORMETR","WOS:000288154700003",11,8,True,"WOS:000288154700003, Vanclay Jerome K., An evaluation of the Australian Research Council's journal ranking, JOURNAL OF INFORMETRICS, 5, 265",0.0
"Roessner D, 2013, SCIENTOMETRICS","WOS:000313711500001",4,2,True,"WOS:000313711500001, Roessner David, Validating indicators of interdisciplinarity: linking bibliometric measures to studies of engineering research labs, SCIENTOMETRICS, 94, 439",0.0
"Thelwall M, 2011, J AM SOC INF SCI TEC","WOS:000293064100004",8,23,True,"WOS:000293064100004, Thelwall Mike, A Comparison of Methods for Collecting Web Citation Data for Academic Organizations, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 62, 1488",0.038
"Colliander C, 2012, SCIENTOMETRICS","WOS:000299088900021",7,3,True,"WOS:000299088900021, Colliander Cristian, Experimental comparison of first and second-order similarities in a scientometric context, SCIENTOMETRICS, 90, 675",0.0
"Yan Ej, 2012, J AM SOC INF SCI TEC","WOS:000305233900004",7,8,True,"WOS:000305233900004, Yan Erjia, Scholarly Network Similarities: How Bibliographic Coupling Networks Citation Networks Cocitation Networks Topical Networks Coauthorship Networks and Coword Networks Relate to Each Other, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 63, 1313",0.0
"Glanzel W, 2011, SCIENTOMETRICS","WOS:000286496200018",4,28,True,"WOS:000286496200018, Glanzel Wolfgang, Publication activity citation impact and bi-directional links between publications and patents in biotechnology, SCIENTOMETRICS, 86, 505",0.023
"Nair Gm, 2012, J INFORMETR","WOS:000298325300011",1,3,True,"WOS:000298325300011, Nair Gopalan M., The stochastic h-index, JOURNAL OF INFORMETRICS, 6, 80",0.0
"Chen Dz, 2013, J INFORMETR","WOS:000313121300016",4,1,True,"WOS:000313121300016, Chen Dar-zen, A probe into dynamic measures for h-core and h-tail, JOURNAL OF INFORMETRICS, 7, 129",0.0
"Chen Ys, 2011, SCIENTOMETRICS","WOS:000296474400004",3,6,True,"WOS:000296474400004, Chen Yu-Shan, Re-examine the relationship between patents and Tobin's q, SCIENTOMETRICS, 89, 781",0.0
"Yi K, 2010, J AM SOC INF SCI TEC","WOS:000276370500003",8,4,True,"WOS:000276370500003, Yi Kwan, Revisiting the Syntactical and Structural Analysis of Library of Congress Subject Headings for the Digital Environment, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 61, 677",0.0
"Cho Se, 2012, SCIENTOMETRICS","WOS:000297708000002",8,2,True,"WOS:000297708000002, Cho Seong Eun, Government organizations' innovative use of the Internet: The case of the Twitter activity of South Korea's Ministry for Food Agriculture Forestry and Fisheries, SCIENTOMETRICS, 90, 9",0.001
"West J, 2010, J AM SOC INF SCI TEC","WOS:000281011400006",4,10,True,"WOS:000281011400006, West Jevin, Big Macs and Eigenfactor Scores: Don't Let Correlation Coefficients Fool You, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 61, 1800",0.0
"Leydesdorff L, 2010, SCIENTOMETRICS","WOS:000276499500002",4,7,True,"WOS:000276499500002, Leydesdorff Loet, The decline of university patenting and the end of the Bayh-Dole effect, SCIENTOMETRICS, 83, 355",0.0
"Gonzalez-Alcaide G, 2012, SCIENTOMETRICS","WOS:000306547000009",2,3,True,"WOS:000306547000009, Gonzalez-Alcaide Gregorio, The Impact Factor in non-English-speaking countries, SCIENTOMETRICS, 92, 297",0.0
"Mas-Bleda A, 2013, SCIENTOMETRICS","WOS:000320401500004",8,3,True,"WOS:000320401500004, Mas-Bleda Amalia, Can a personal website be useful as an information source to assess individual scientists? The case of European highly cited researchers, SCIENTOMETRICS, 96, 51",0.0
"Gazni A, 2011, SCIENTOMETRICS","WOS:000289106900003",2,11,True,"WOS:000289106900003, Gazni Ali, Investigating different types of research collaboration and citation impact: a case study of Harvard University's publications, SCIENTOMETRICS, 87, 251",0.009
"Dong Bs, 2012, SCIENTOMETRICS","WOS:000310964500032",5,4,True,"WOS:000310964500032, Dong Bensi, A bibliometric analysis of solar power research from 1991 to 2010, SCIENTOMETRICS, 93, 1101",0.0
"Costas R, 2010, SCIENTOMETRICS","WOS:000275124700007",11,6,True,"WOS:000275124700007, Costas Rodrigo, Self-citations at the meso and individual levels: effects of different calculation methods, SCIENTOMETRICS, 82, 517",0.0
"Waltman L, 2011, SCIENTOMETRICS","WOS:000294839700021",4,36,True,"WOS:000294839700021, Waltman Ludo, On the correlation between bibliometric indicators and peer review: reply to Opthof and Leydesdorff, SCIENTOMETRICS, 88, 1017",0.036
"Tol Rsj, 2013, J INFORMETR","WOS:000327920400005",23,4,True,"WOS:000327920400005, Tol Richard S. J., Identifying excellent researchers: A new approach, JOURNAL OF INFORMETRICS, 7, 803",0.0
"Gracio Mcc, 2013, SCIENTOMETRICS","WOS:000317746900015",9,1,True,"WOS:000317746900015, Cabrini Gracio Maria Claudia, Dentistry scientometric analysis: a comparative study between Brazil and other most productive countries in the area, SCIENTOMETRICS, 95, 753",0.0
"Cui H, 2012, J AM SOC INF SCI TEC","WOS:000302156300009",8,1,True,"WOS:000302156300009, Cui Hong, CharaParser for Fine-Grained Semantic Annotation of Organism Morphological Descriptions, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 63, 738",0.0
"Prathap G, 2011, SCIENTOMETRICS","WOS:000289792600006",6,31,True,"WOS:000289792600006, Prathap Gangan, The Energy-Exergy-Entropy (or EEE) sequences in bibliometric assessment, SCIENTOMETRICS, 87, 515",0.01
"Morris J, 2010, J AM SOC INF SCI TEC","WOS:000273155100011",15,2,True,"WOS:000273155100011, Morris Jane, Individual Differences in the Interpretation of Text: Implications for Information Science, JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY, 61, 141",0.0
