"From","To","weight"
"Lewison G, 2011, SCIENTOMETRICS","Aksnes Dw, 2011, J AM SOC INF SCI TEC",2
"Lewison G, 2011, SCIENTOMETRICS","Mauleon E, 2013, SCIENTOMETRICS",2
"Lang P, 2010, SCIENTOMETRICS","Zhao Sx, 2011, J INFORMETR",3
"Lang P, 2010, SCIENTOMETRICS","Holmberg K, 2010, SCIENTOMETRICS",3
"Lang P, 2010, SCIENTOMETRICS","Schubert A, 2012, SCIENTOMETRICS",2
"Lang P, 2010, SCIENTOMETRICS","Thelwall M, 2011, J AM SOC INF SCI TEC",2
"Lang P, 2010, SCIENTOMETRICS","Ding Y, 2011, J AM SOC INF SCI TEC",2
"Andersen Jp, 2011, SCIENTOMETRICS","Sugimoto Cr, 2011, J AM SOC INF SCI TEC",2
"Andersen Jp, 2011, SCIENTOMETRICS","Han Cs, 2010, SCIENTOMETRICS",2
"Andersen Jp, 2011, SCIENTOMETRICS","Moed Hf, 2010, J INFORMETR",2
"Liu Sb, 2012, SCIENTOMETRICS","Small H, 2011, SCIENTOMETRICS",2
"Liu Sb, 2012, SCIENTOMETRICS","Callahan A, 2010, J AM SOC INF SCI TEC",2
"Torres-Salinas D, 2011, SCIENTOMETRICS","Aguillo If, 2010, SCIENTOMETRICS",3
"Torres-Salinas D, 2011, SCIENTOMETRICS","Billaut Jc, 2010, SCIENTOMETRICS",2
"Torres-Salinas D, 2011, SCIENTOMETRICS","Abramo G, 2011, SCIENTOMETRICS",3
"Torres-Salinas D, 2011, SCIENTOMETRICS","Docampo D, 2011, SCIENTOMETRICS",2
"Torres-Salinas D, 2011, SCIENTOMETRICS","Garcia Ja, 2012, SCIENTOMETRICS",4
"Torres-Salinas D, 2011, SCIENTOMETRICS","Moed Hf, 2011, J INFORMETR",2
"Moed Hf, 2012, SCIENTOMETRICS","Wagner Cs, 2011, J INFORMETR",2
"Moed Hf, 2012, SCIENTOMETRICS","Campanario Jm, 2011, SCIENTOMETRICS",2
"Moed Hf, 2012, SCIENTOMETRICS","Vinkler P, 2012, SCIENTOMETRICS",3
"Moed Hf, 2012, SCIENTOMETRICS","Vanclay Jk, 2012, SCIENTOMETRICS",6
"Moed Hf, 2012, SCIENTOMETRICS","Rousseau R, 2012, SCIENTOMETRICS",2
"Moed Hf, 2012, SCIENTOMETRICS","Moed Hf, 2010, J INFORMETR",3
"Moed Hf, 2012, SCIENTOMETRICS","Leydesdorff L, 2011, J INFORMETR",3
"Moed Hf, 2012, SCIENTOMETRICS","Gonzalez-Pereira B, 2010, J INFORMETR",2
"Moed Hf, 2012, SCIENTOMETRICS","Mingers J, 2010, SCIENTOMETRICS",2
"Moed Hf, 2012, SCIENTOMETRICS","Zitt M, 2012, SCIENTOMETRICS",2
"Moed Hf, 2012, SCIENTOMETRICS","Van Raan Afj, 2010, J INFORMETR",2
"Moed Hf, 2012, SCIENTOMETRICS","Liang Lm, 2013, SCIENTOMETRICS",2
"Moed Hf, 2012, SCIENTOMETRICS","Van Leeuwen T, 2012, SCIENTOMETRICS",2
"Moed Hf, 2012, SCIENTOMETRICS","Leydesdorff L, 2012, SCIENTOMETRICS",2
"Moed Hf, 2012, SCIENTOMETRICS","Pendlebury Da, 2012, SCIENTOMETRICS",2
"Moed Hf, 2012, SCIENTOMETRICS","Gonzalez-Alcaide G, 2012, SCIENTOMETRICS",2
"Moed Hf, 2012, SCIENTOMETRICS","Lancho-Barrantes Bs, 2010, SCIENTOMETRICS",2
"Moed Hf, 2012, SCIENTOMETRICS","Leydesdorff L, 2011, J AM SOC INF SCI TEC",3
"Moed Hf, 2012, SCIENTOMETRICS","Franceschet M, 2010, J INFORMETR",2
"Moed Hf, 2012, SCIENTOMETRICS","Ding Y, 2011, J AM SOC INF SCI TEC",2
"Moed Hf, 2012, SCIENTOMETRICS","Sangwal K, 2012, SCIENTOMETRICS",3
"Ye Fy, 2010, SCIENTOMETRICS","Ye Fy, 2011, J AM SOC INF SCI TEC",4
"Ye Fy, 2010, SCIENTOMETRICS","Waltman L, 2011, SCIENTOMETRICS",2
"Ye Fy, 2010, SCIENTOMETRICS","D'Angelo Ca, 2011, J AM SOC INF SCI TEC",2
"Ye Fy, 2010, SCIENTOMETRICS","Hirsch Je, 2010, SCIENTOMETRICS",2
"Ye Fy, 2010, SCIENTOMETRICS","Kuan Ch, 2011, J INFORMETR",9
"Ye Fy, 2010, SCIENTOMETRICS","Alonso S, 2010, SCIENTOMETRICS",3
"Ye Fy, 2010, SCIENTOMETRICS","Abramo G, 2011, SCIENTOMETRICS",2
"Ye Fy, 2010, SCIENTOMETRICS","Bornmann L, 2011, J INFORMETR",3
"Ye Fy, 2010, SCIENTOMETRICS","Rousseau R, 2012, J INFORMETR",2
"Ye Fy, 2010, SCIENTOMETRICS","Honekopp J, 2012, SCIENTOMETRICS",2
"Ye Fy, 2010, SCIENTOMETRICS","Bornmann L, 2010, J INFORMETR",4
"Ye Fy, 2010, SCIENTOMETRICS","Schreiber M, 2012, J INFORMETR",2
"Ye Fy, 2010, SCIENTOMETRICS","Leydesdorff L, 2011, J AM SOC INF SCI TEC",5
"Ye Fy, 2010, SCIENTOMETRICS","Wu Q, 2010, J AM SOC INF SCI TEC",3
"Ye Fy, 2010, SCIENTOMETRICS","Cabrerizo Fj, 2010, J INFORMETR",3
"Billaut Jc, 2010, SCIENTOMETRICS","Jeremic V, 2011, SCIENTOMETRICS",2
"Billaut Jc, 2010, SCIENTOMETRICS","Aguillo If, 2010, SCIENTOMETRICS",8
"Billaut Jc, 2010, SCIENTOMETRICS","Van Raan Afj, 2010, J INFORMETR",2
"Billaut Jc, 2010, SCIENTOMETRICS","Leydesdorff L, 2010, J AM SOC INF SCI TEC",2
"Billaut Jc, 2010, SCIENTOMETRICS","Leydesdorff L, 2011, J AM SOC INF SCI TEC",3
"Billaut Jc, 2010, SCIENTOMETRICS","Bornmann L, 2011, J AM SOC INF SCI TEC",2
"Billaut Jc, 2010, SCIENTOMETRICS","Bar-Ilan J, 2010, SCIENTOMETRICS",2
"Billaut Jc, 2010, SCIENTOMETRICS","Garcia Ja, 2012, SCIENTOMETRICS",2
"Billaut Jc, 2010, SCIENTOMETRICS","Franceschini F, 2010, J INFORMETR",3
"Billaut Jc, 2010, SCIENTOMETRICS","Moed Hf, 2010, J INFORMETR",2
"Billaut Jc, 2010, SCIENTOMETRICS","Opthof T, 2010, J INFORMETR",2
"Billaut Jc, 2010, SCIENTOMETRICS","Waltman L, 2011, J INFORMETR",3
"Billaut Jc, 2010, SCIENTOMETRICS","Bornmann L, 2010, J INFORMETR",2
"Billaut Jc, 2010, SCIENTOMETRICS","Docampo D, 2011, SCIENTOMETRICS",5
"Billaut Jc, 2010, SCIENTOMETRICS","Bookstein Fl, 2010, SCIENTOMETRICS",2
"Wang Hj, 2013, SCIENTOMETRICS","Lv Ph, 2011, SCIENTOMETRICS",2
"Ruiz Cf, 2010, SCIENTOMETRICS","Claro J, 2011, SCIENTOMETRICS",2
"Liesch Pw, 2011, SCIENTOMETRICS","Hofer Km, 2010, SCIENTOMETRICS",2
"Moed Hf, 2011, J AM SOC INF SCI TEC","Gonzalez-Pereira B, 2010, J INFORMETR",2
"Moed Hf, 2011, J AM SOC INF SCI TEC","Glanzel W, 2011, SCIENTOMETRICS",3
"Moed Hf, 2011, J AM SOC INF SCI TEC","Leydesdorff L, 2010, J INFORMETR",3
"Moed Hf, 2011, J AM SOC INF SCI TEC","Guerrero-Bote Vp, 2012, J INFORMETR",2
"Moed Hf, 2011, J AM SOC INF SCI TEC","Opthof T, 2010, J INFORMETR",3
"Moed Hf, 2011, J AM SOC INF SCI TEC","Zhou P, 2011, J INFORMETR",2
"Moed Hf, 2011, J AM SOC INF SCI TEC","Leydesdorff L, 2010, J AM SOC INF SCI TEC",5
"Moed Hf, 2011, J AM SOC INF SCI TEC","Leydesdorff L, 2011, J AM SOC INF SCI TEC",11
"Moed Hf, 2011, J AM SOC INF SCI TEC","Waltman L, 2011, J INFORMETR",5
"Moed Hf, 2011, J AM SOC INF SCI TEC","Zitt M, 2010, J INFORMETR",5
"Moed Hf, 2011, J AM SOC INF SCI TEC","Franceschini F, 2012, SCIENTOMETRICS",2
"Moed Hf, 2011, J AM SOC INF SCI TEC","Leydesdorff L, 2012, SCIENTOMETRICS",2
"Moed Hf, 2011, J AM SOC INF SCI TEC","Moed Hf, 2010, J INFORMETR",7
"Moed Hf, 2011, J AM SOC INF SCI TEC","Zitt M, 2011, SCIENTOMETRICS",3
"Moed Hf, 2011, J AM SOC INF SCI TEC","Spaan Jae, 2010, J INFORMETR",2
"Yan Ej, 2011, J AM SOC INF SCI TEC","Sugimoto Cr, 2011, J AM SOC INF SCI TEC",4
"Yan Ej, 2011, J AM SOC INF SCI TEC","Zhao Dz, 2010, SCIENTOMETRICS",2
"Yan Ej, 2011, J AM SOC INF SCI TEC","Waltman L, 2010, J INFORMETR",2
"Yan Ej, 2011, J AM SOC INF SCI TEC","Hennemann S, 2012, J INFORMETR",2
"Yan Ej, 2011, J AM SOC INF SCI TEC","Hu Cp, 2011, SCIENTOMETRICS",2
"Yan Ej, 2011, J AM SOC INF SCI TEC","Ding Y, 2011, J AM SOC INF SCI TEC",4
"Yan Ej, 2011, J AM SOC INF SCI TEC","Yan Ej, 2012, SCIENTOMETRICS",2
"Yan Ej, 2011, J AM SOC INF SCI TEC","Yan E, 2013, J INFORMETR",2
"Yan Ej, 2011, J AM SOC INF SCI TEC","Sin Scj, 2011, J AM SOC INF SCI TEC",2
"Yan Ej, 2011, J AM SOC INF SCI TEC","Yan E, 2011, J AM SOC INF SCI TEC",2
"Yan Ej, 2011, J AM SOC INF SCI TEC","Lariviere V, 2012, J AM SOC INF SCI TEC",3
"Yan Ej, 2011, J AM SOC INF SCI TEC","He B, 2012, J INFORMETR",2
"Yan Ej, 2011, J AM SOC INF SCI TEC","Waltman L, 2011, SCIENTOMETRICS",3
"Yan Ej, 2011, J AM SOC INF SCI TEC","He B, 2011, J AM SOC INF SCI TEC",2
"Yan Ej, 2011, J AM SOC INF SCI TEC","Levitt Jm, 2011, J AM SOC INF SCI TEC",2
"Thelwall M, 2010, J AM SOC INF SCI TEC","Holmberg K, 2010, SCIENTOMETRICS",3
"Thelwall M, 2010, J AM SOC INF SCI TEC","Liu X, 2011, J AM SOC INF SCI TEC",2
"Thelwall M, 2010, J AM SOC INF SCI TEC","Thelwall M, 2012, J INFORMETR",2
"Thelwall M, 2010, J AM SOC INF SCI TEC","Guo Hn, 2011, SCIENTOMETRICS",2
"Thelwall M, 2010, J AM SOC INF SCI TEC","Vaughan L, 2010, J INFORMETR",2
"Thelwall M, 2010, J AM SOC INF SCI TEC","Shapira B, 2011, J AM SOC INF SCI TEC",2
"Thelwall M, 2010, J AM SOC INF SCI TEC","Vaughan L, 2012, J AM SOC INF SCI TEC",2
"Thelwall M, 2010, J AM SOC INF SCI TEC","Wang Jc, 2010, SCIENTOMETRICS",2
"Thelwall M, 2010, J AM SOC INF SCI TEC","Khan Gf, 2011, SCIENTOMETRICS",4
"Thelwall M, 2010, J AM SOC INF SCI TEC","Thelwall M, 2012, J AM SOC INF SCI TEC",5
"Thelwall M, 2010, J AM SOC INF SCI TEC","Romero-Frias E, 2010, J AM SOC INF SCI TEC",2
"Thelwall M, 2010, J AM SOC INF SCI TEC","Thelwall M, 2011, J AM SOC INF SCI TEC",8
"Thelwall M, 2010, J AM SOC INF SCI TEC","Yang M, 2012, J AM SOC INF SCI TEC",2
"Thelwall M, 2010, J AM SOC INF SCI TEC","Shin Jc, 2012, SCIENTOMETRICS",2
"Yoon J, 2011, SCIENTOMETRICS","Choi S, 2011, SCIENTOMETRICS",6
"Yoon J, 2011, SCIENTOMETRICS","Hung Sw, 2010, SCIENTOMETRICS",3
"Yoon J, 2011, SCIENTOMETRICS","An Xy, 2011, SCIENTOMETRICS",2
"Yoon J, 2011, SCIENTOMETRICS","Yoon J, 2012, SCIENTOMETRICS",7
"Yoon J, 2011, SCIENTOMETRICS","Gerken Jm, 2012, SCIENTOMETRICS",2
"Yoon J, 2011, SCIENTOMETRICS","Moehrle Mg, 2010, SCIENTOMETRICS",5
"Yoon J, 2011, SCIENTOMETRICS","Cho Ts, 2011, SCIENTOMETRICS",4
"Yoon J, 2011, SCIENTOMETRICS","Joo Sh, 2010, SCIENTOMETRICS",2
"Yoon J, 2011, SCIENTOMETRICS","Chang Pl, 2010, SCIENTOMETRICS",2
"Yoon J, 2011, SCIENTOMETRICS","Lim H, 2010, SCIENTOMETRICS",2
"West Jd, 2013, J AM SOC INF SCI TEC","Egghe L, 2011, SCIENTOMETRICS",2
"Veugelers R, 2010, SCIENTOMETRICS","Leydesdorff L, 2010, J AM SOC INF SCI TEC",2
"Vaughan L, 2012, J AM SOC INF SCI TEC","Holmberg K, 2010, SCIENTOMETRICS",2
"Vaughan L, 2012, J AM SOC INF SCI TEC","Thelwall M, 2012, J AM SOC INF SCI TEC",2
"Vaughan L, 2012, J AM SOC INF SCI TEC","Thelwall M, 2012, J INFORMETR",2
"Vaughan L, 2012, J AM SOC INF SCI TEC","Thelwall M, 2011, J AM SOC INF SCI TEC",5
"Vaughan L, 2012, J AM SOC INF SCI TEC","Wilkinson D, 2012, J AM SOC INF SCI TEC",2
"Perc M, 2010, J INFORMETR","Egghe L, 2011, SCIENTOMETRICS",2
"Perc M, 2010, J INFORMETR","Lancho-Barrantes Bs, 2010, SCIENTOMETRICS",2
"Perc M, 2010, J INFORMETR","Sangwal K, 2012, SCIENTOMETRICS",2
"Moed Hf, 2010, J INFORMETR","Wagner Cs, 2011, J INFORMETR",7
"Moed Hf, 2010, J INFORMETR","Vinkler P, 2012, J INFORMETR",3
"Moed Hf, 2010, J INFORMETR","Albarran P, 2011, J INFORMETR",2
"Moed Hf, 2010, J INFORMETR","Vanclay Jk, 2012, SCIENTOMETRICS",5
"Moed Hf, 2010, J INFORMETR","Wang Xw, 2012, SCIENTOMETRICS",2
"Moed Hf, 2010, J INFORMETR","Glanzel W, 2010, J INFORMETR",5
"Moed Hf, 2010, J INFORMETR","Albarran P, 2011, SCIENTOMETRICS",5
"Moed Hf, 2010, J INFORMETR","Franceschini F, 2012, SCIENTOMETRICS",5
"Moed Hf, 2010, J INFORMETR","Rafols I, 2010, J AM SOC INF SCI TEC",6
"Moed Hf, 2010, J INFORMETR","Franceschini F, 2010, J INFORMETR",6
"Moed Hf, 2010, J INFORMETR","Mutz R, 2012, J INFORMETR",2
"Moed Hf, 2010, J INFORMETR","Zitt M, 2011, SCIENTOMETRICS",6
"Moed Hf, 2010, J INFORMETR","Leydesdorff L, 2010, J INFORMETR",26
"Moed Hf, 2010, J INFORMETR","Yu G, 2010, SCIENTOMETRICS",2
"Moed Hf, 2010, J INFORMETR","Wang My, 2011, SCIENTOMETRICS",3
"Moed Hf, 2010, J INFORMETR","Leydesdorff L, 2012, SCIENTOMETRICS",9
"Moed Hf, 2010, J INFORMETR","Bornmann L, 2012, J INFORMETR",3
"Moed Hf, 2010, J INFORMETR","Rousseau R, 2012, J AM SOC INF SCI TEC",4
"Moed Hf, 2010, J INFORMETR","Zitt M, 2010, J INFORMETR",25
"Moed Hf, 2010, J INFORMETR","Franceschet M, 2010, J INFORMETR",3
"Moed Hf, 2010, J INFORMETR","Franceschini F, 2011, J INFORMETR",3
"Moed Hf, 2010, J INFORMETR","Baumgartner Se, 2014, J ASSOC INF SCI TECH",2
"Moed Hf, 2010, J INFORMETR","Radicchi F, 2012, J INFORMETR",14
"Moed Hf, 2010, J INFORMETR","Waltman L, 2013, SCIENTOMETRICS",4
"Moed Hf, 2010, J INFORMETR","Kosmulski M, 2011, J INFORMETR",5
"Moed Hf, 2010, J INFORMETR","Leydesdorff L, 2011, J AM SOC INF SCI TEC",61
"Moed Hf, 2010, J INFORMETR","Leydesdorff L, 2011, J INFORMETR",13
"Moed Hf, 2010, J INFORMETR","Vinkler P, 2011, J AM SOC INF SCI TEC",8
"Moed Hf, 2010, J INFORMETR","Bar-Ilan J, 2010, J INFORMETR",3
"Moed Hf, 2010, J INFORMETR","Vinkler P, 2010, SCIENTOMETRICS",2
"Moed Hf, 2010, J INFORMETR","Franceschini F, 2011, SCIENTOMETRICS",3
"Moed Hf, 2010, J INFORMETR","Schneider Jw, 2013, J INFORMETR",2
"Moed Hf, 2010, J INFORMETR","Norris M, 2010, J INFORMETR",2
"Moed Hf, 2010, J INFORMETR","Franceschini F, 2012, J INFORMETR",2
"Moed Hf, 2010, J INFORMETR","Vieira Es, 2011, SCIENTOMETRICS",2
"Moed Hf, 2010, J INFORMETR","Mingers J, 2010, SCIENTOMETRICS",2
"Moed Hf, 2010, J INFORMETR","Bornmann L, 2011, J AM SOC INF SCI TEC",6
"Moed Hf, 2010, J INFORMETR","Spaan Jae, 2010, J INFORMETR",14
"Moed Hf, 2010, J INFORMETR","Van Raan Afj, 2011, SCIENTOMETRICS",2
"Moed Hf, 2010, J INFORMETR","Waltman L, 2010, J AM SOC INF SCI TEC",8
"Moed Hf, 2010, J INFORMETR","Waltman L, 2011, J INFORMETR",29
"Moed Hf, 2010, J INFORMETR","Bornmann L, 2010, J INFORMETR",18
"Moed Hf, 2010, J INFORMETR","Lariviere V, 2011, J INFORMETR",3
"Moed Hf, 2010, J INFORMETR","Sirtes D, 2012, J INFORMETR",3
"Moed Hf, 2010, J INFORMETR","Dorta-Gonzalez P, 2013, SCIENTOMETRICS",2
"Moed Hf, 2010, J INFORMETR","Albarran P, 2011, J AM SOC INF SCI TEC",7
"Moed Hf, 2010, J INFORMETR","Zyczkowski K, 2010, SCIENTOMETRICS",2
"Moed Hf, 2010, J INFORMETR","Leydesdorff L, 2010, J AM SOC INF SCI TEC",28
"Moed Hf, 2010, J INFORMETR","Fu Ld, 2010, SCIENTOMETRICS",2
"Moed Hf, 2010, J INFORMETR","Waltman L, 2010, J INFORMETR",2
"Moed Hf, 2010, J INFORMETR","Abramo G, 2011, SCIENTOMETRICS",2
"Moed Hf, 2010, J INFORMETR","Bornmann L, 2011, J INFORMETR",17
"Moed Hf, 2010, J INFORMETR","Guerrero-Bote Vp, 2012, J INFORMETR",4
"Moed Hf, 2010, J INFORMETR","Butler L, 2011, J INFORMETR",2
"Moed Hf, 2010, J INFORMETR","Van Raan Afj, 2010, J INFORMETR",26
"Moed Hf, 2010, J INFORMETR","Leydesdorff L, 2013, J INFORMETR",3
"Moed Hf, 2010, J INFORMETR","Opthof T, 2010, J INFORMETR",31
"Moed Hf, 2010, J INFORMETR","Bouyssou D, 2011, J INFORMETR",2
"Moed Hf, 2010, J INFORMETR","Zhou P, 2011, J INFORMETR",12
"Moed Hf, 2010, J INFORMETR","Danell R, 2011, J AM SOC INF SCI TEC",3
"Moed Hf, 2010, J INFORMETR","Balaban At, 2012, SCIENTOMETRICS",3
"Moed Hf, 2010, J INFORMETR","Ding Y, 2011, J AM SOC INF SCI TEC",3
"Moed Hf, 2010, J INFORMETR","Waltman L, 2013, J INFORMETR",8
"Moed Hf, 2010, J INFORMETR","Li Yr, 2013, J INFORMETR",4
"Moed Hf, 2010, J INFORMETR","Ye Fy, 2011, J AM SOC INF SCI TEC",3
"Moed Hf, 2010, J INFORMETR","Rafols I, 2010, SCIENTOMETRICS",2
"Moed Hf, 2010, J INFORMETR","Vanclay Jk, 2011, J INFORMETR",3
"Moed Hf, 2010, J INFORMETR","Herranz N, 2012, J INFORMETR",2
"Moed Hf, 2010, J INFORMETR","Lariviere V, 2010, J AM SOC INF SCI TEC",2
"Moed Hf, 2010, J INFORMETR","Gonzalez-Pereira B, 2010, J INFORMETR",16
"Moed Hf, 2010, J INFORMETR","Glanzel W, 2011, SCIENTOMETRICS",17
"Moed Hf, 2010, J INFORMETR","Van Leeuwen T, 2012, SCIENTOMETRICS",2
"Moed Hf, 2010, J INFORMETR","Bensman Sj, 2012, SCIENTOMETRICS",2
"Moed Hf, 2010, J INFORMETR","Abramo G, 2012, J INFORMETR",4
"Moed Hf, 2010, J INFORMETR","Waltman L, 2011, SCIENTOMETRICS",18
"Moed Hf, 2010, J INFORMETR","Bornmann L, 2011, SCIENTOMETRICS",2
"Moed Hf, 2010, J INFORMETR","Prathap G, 2011, SCIENTOMETRICS",2
"Moed Hf, 2010, J INFORMETR","Pendlebury Da, 2012, SCIENTOMETRICS",2
"Bornmann L, 2013, J AM SOC INF SCI TEC","Bornmann L, 2011, J INFORMETR",8
"Bornmann L, 2013, J AM SOC INF SCI TEC","Bornmann L, 2012, J INFORMETR",7
"Bornmann L, 2013, J AM SOC INF SCI TEC","Bornmann L, 2014, J ASSOC INF SCI TECH",2
"Bornmann L, 2013, J AM SOC INF SCI TEC","Leydesdorff L, 2012, J AM SOC INF SCI TEC",2
"Bornmann L, 2013, J AM SOC INF SCI TEC","Leydesdorff L, 2010, J AM SOC INF SCI TEC",2
"Bornmann L, 2013, J AM SOC INF SCI TEC","Mohammadi E, 2013, SCIENTOMETRICS",2
"Bornmann L, 2013, J AM SOC INF SCI TEC","Schneider Jw, 2013, J INFORMETR",2
"Bornmann L, 2013, J AM SOC INF SCI TEC","Abramo G, 2011, SCIENTOMETRICS",3
"Bornmann L, 2013, J AM SOC INF SCI TEC","Lozano Ga, 2012, J AM SOC INF SCI TEC",2
"Bornmann L, 2013, J AM SOC INF SCI TEC","Guerrero-Bote Vp, 2012, J INFORMETR",4
"Bornmann L, 2013, J AM SOC INF SCI TEC","Cuxac P, 2013, SCIENTOMETRICS",2
"Bornmann L, 2013, J AM SOC INF SCI TEC","Waltman L, 2013, J AM SOC INF SCI TEC",3
"Bornmann L, 2013, J AM SOC INF SCI TEC","Wang J, 2013, SCIENTOMETRICS",7
"Bornmann L, 2013, J AM SOC INF SCI TEC","Rousseau R, 2012, J AM SOC INF SCI TEC",2
"Bornmann L, 2013, J AM SOC INF SCI TEC","Bornmann L, 2013, J INFORMETR",23
"Bornmann L, 2013, J AM SOC INF SCI TEC","Waltman L, 2014, J ASSOC INF SCI TECH",2
"Bornmann L, 2013, J AM SOC INF SCI TEC","Leydesdorff L, 2011, J AM SOC INF SCI TEC",4
"Bornmann L, 2013, J AM SOC INF SCI TEC","Abramo G, 2010, J AM SOC INF SCI TEC",2
"Bornmann L, 2013, J AM SOC INF SCI TEC","Garcia J, 2012, J AM SOC INF SCI TEC",3
"Wiggins A, 2012, J AM SOC INF SCI TEC","Sugimoto Cr, 2011, J AM SOC INF SCI TEC",2
"Hung Sw, 2010, SCIENTOMETRICS","Chen Zf, 2010, J INFORMETR",3
"Hung Sw, 2010, SCIENTOMETRICS","Meyer M, 2010, SCIENTOMETRICS",2
"Hung Sw, 2010, SCIENTOMETRICS","Messinis G, 2011, SCIENTOMETRICS",2
"Hung Sw, 2010, SCIENTOMETRICS","Jang Sl, 2011, SCIENTOMETRICS",2
"Lazaridis T, 2010, SCIENTOMETRICS","Ravallion M, 2011, SCIENTOMETRICS",2
"Lazaridis T, 2010, SCIENTOMETRICS","Franceschini F, 2011, J INFORMETR",2
"Lazaridis T, 2010, SCIENTOMETRICS","Vinkler P, 2011, J AM SOC INF SCI TEC",2
"Lazaridis T, 2010, SCIENTOMETRICS","Bartneck C, 2011, SCIENTOMETRICS",2
"Lazaridis T, 2010, SCIENTOMETRICS","Costas R, 2011, SCIENTOMETRICS",2
"Lazaridis T, 2010, SCIENTOMETRICS","Bar-Ilan J, 2010, SCIENTOMETRICS",2
"Lazaridis T, 2010, SCIENTOMETRICS","Franceschini F, 2010, J INFORMETR",3
"Lazaridis T, 2010, SCIENTOMETRICS","Abramo G, 2011, SCIENTOMETRICS",3
"Thelwall M, 2012, SCIENTOMETRICS","Haustein S, 2011, J INFORMETR",3
"Onodera N, 2011, J AM SOC INF SCI TEC","D'Angelo Ca, 2011, J AM SOC INF SCI TEC",2
"Onodera N, 2011, J AM SOC INF SCI TEC","Cota Rg, 2010, J AM SOC INF SCI TEC",2
"Opthof T, 2010, J INFORMETR","Wagner Cs, 2011, J INFORMETR",2
"Opthof T, 2010, J INFORMETR","Leydesdorff L, 2010, J INFORMETR",15
"Opthof T, 2010, J INFORMETR","Vinkler P, 2012, J INFORMETR",4
"Opthof T, 2010, J INFORMETR","Leydesdorff L, 2010, J AM SOC INF SCI TEC",15
"Opthof T, 2010, J INFORMETR","Albarran P, 2011, J INFORMETR",2
"Opthof T, 2010, J INFORMETR","Bornmann L, 2011, J AM SOC INF SCI TEC",7
"Opthof T, 2010, J INFORMETR","Albarran P, 2011, J AM SOC INF SCI TEC",2
"Opthof T, 2010, J INFORMETR","Rafols I, 2010, J AM SOC INF SCI TEC",2
"Opthof T, 2010, J INFORMETR","Franceschini F, 2010, J INFORMETR",2
"Opthof T, 2010, J INFORMETR","Abramo G, 2011, SCIENTOMETRICS",2
"Opthof T, 2010, J INFORMETR","Bornmann L, 2011, J INFORMETR",18
"Opthof T, 2010, J INFORMETR","Zitt M, 2010, J INFORMETR",7
"Opthof T, 2010, J INFORMETR","Abramo G, 2010, SCIENTOMETRICS",2
"Opthof T, 2010, J INFORMETR","Guerrero-Bote Vp, 2012, J INFORMETR",2
"Opthof T, 2010, J INFORMETR","Zhou P, 2011, J INFORMETR",3
"Opthof T, 2010, J INFORMETR","Leydesdorff L, 2012, SCIENTOMETRICS",4
"Opthof T, 2010, J INFORMETR","Rousseau R, 2012, J AM SOC INF SCI TEC",6
"Opthof T, 2010, J INFORMETR","Leydesdorff L, 2012, J AM SOC INF SCI TEC",2
"Opthof T, 2010, J INFORMETR","Abramo G, 2012, J INFORMETR",5
"Opthof T, 2010, J INFORMETR","Bornmann L, 2013, J INFORMETR",3
"Opthof T, 2010, J INFORMETR","Leydesdorff L, 2011, J AM SOC INF SCI TEC",36
"Opthof T, 2010, J INFORMETR","Waltman L, 2013, J INFORMETR",4
"Opthof T, 2010, J INFORMETR","Li Yr, 2013, J INFORMETR",2
"Opthof T, 2010, J INFORMETR","Waltman L, 2010, J INFORMETR",2
"Opthof T, 2010, J INFORMETR","Bornmann L, 2012, J INFORMETR",3
"Opthof T, 2010, J INFORMETR","Abramo G, 2013, J INFORMETR",2
"Opthof T, 2010, J INFORMETR","Radicchi F, 2012, J INFORMETR",3
"Opthof T, 2010, J INFORMETR","Van Raan Afj, 2010, J INFORMETR",30
"Opthof T, 2010, J INFORMETR","Spaan Jae, 2010, J INFORMETR",14
"Opthof T, 2010, J INFORMETR","Leydesdorff L, 2011, J INFORMETR",11
"Opthof T, 2010, J INFORMETR","Vinkler P, 2011, J AM SOC INF SCI TEC",3
"Opthof T, 2010, J INFORMETR","Strotmann A, 2010, J INFORMETR",2
"Opthof T, 2010, J INFORMETR","Vinkler P, 2010, SCIENTOMETRICS",2
"Opthof T, 2010, J INFORMETR","Schneider Jw, 2013, J INFORMETR",2
"Opthof T, 2010, J INFORMETR","Gonzalez-Pereira B, 2010, J INFORMETR",3
"Opthof T, 2010, J INFORMETR","Tang L, 2011, SCIENTOMETRICS",2
"Opthof T, 2010, J INFORMETR","Leydesdorff L, 2013, J INFORMETR",2
"Opthof T, 2010, J INFORMETR","Albarran P, 2011, SCIENTOMETRICS",3
"Opthof T, 2010, J INFORMETR","Waltman L, 2010, J AM SOC INF SCI TEC",2
"Opthof T, 2010, J INFORMETR","Waltman L, 2011, J INFORMETR",24
"Opthof T, 2010, J INFORMETR","Waltman L, 2011, SCIENTOMETRICS",14
"Opthof T, 2010, J INFORMETR","Prathap G, 2011, SCIENTOMETRICS",2
"Opthof T, 2010, J INFORMETR","Lariviere V, 2011, J INFORMETR",7
"Opthof T, 2010, J INFORMETR","Bornmann L, 2010, J INFORMETR",20
"Opthof T, 2010, J INFORMETR","Glanzel W, 2010, J INFORMETR",3
