,CPY,RPY,abs-deviation,num-cites,rank
1507,2011,1972,21,65,6
1508,2011,1973,45,89,3
1509,2011,1974,-21,44,60
1510,2011,1975,-37,37,62
1511,2011,1976,15,78,8
1512,2011,1977,0,74,23
1513,2011,1978,-15,63,59
1514,2011,1979,22,101,5
1515,2011,1980,0,87,24
1516,2011,1981,-8,79,54
1517,2011,1982,0,87,25
1518,2011,1983,2,104,16
1519,2011,1984,-2,102,47
1520,2011,1985,0,119,26
1521,2011,1986,13,150,9
1522,2011,1987,-11,137,57
1523,2011,1988,1,151,18
1524,2011,1989,-3,148,48
1525,2011,1990,0,171,27
1526,2011,1991,31,202,4
1527,2011,1992,0,197,28
1528,2011,1993,-34,168,61
1529,2011,1994,0,248,29
1530,2011,1995,0,253,30
1531,2011,1996,0,305,31
1532,2011,1997,0,356,32
1533,2011,1998,0,430,33
1534,2011,1999,0,458,34
1535,2011,2000,0,525,35
1536,2011,2001,0,576,36
1537,2011,2002,0,698,37
1538,2011,2003,0,735,38
1539,2011,2004,0,857,39
1540,2011,2005,0,1014,40
1541,2011,2006,0,1238,41
1542,2011,2007,0,1330,42
1543,2011,2008,228,1558,2
1544,2011,2009,320,1650,1
1545,2011,2010,0,0,0
1546,2011,2011,0,0,0
1547,2012,1950,-2,6,44
1548,2012,1951,2,8,17
1549,2012,1952,0,6,19
1550,2012,1953,-2,6,45
1551,2012,1954,0,8,20
1552,2012,1955,15,23,12
1553,2012,1956,-2,8,46
1554,2012,1957,0,11,21
1555,2012,1958,-1,10,43
1556,2012,1959,0,11,22
1557,2012,1960,8,22,15
1558,2012,1961,-5,14,48
1559,2012,1962,-3,19,47
1560,2012,1963,18,53,9
1561,2012,1964,0,35,23
1562,2012,1965,0,41,24
1563,2012,1966,-10,27,54
1564,2012,1967,9,47,14
1565,2012,1968,0,37,25
1566,2012,1969,1,38,18
1567,2012,1970,-7,30,52
1568,2012,1971,-10,28,55
1569,2012,1972,26,62,5
1570,2012,1973,22,69,6
1571,2012,1974,-26,36,62
1572,2012,1975,-12,47,57
1573,2012,1976,8,67,16
1574,2012,1977,-8,59,53
1575,2012,1978,10,79,13
1576,2012,1979,18,97,10
1577,2012,1980,-10,69,56
1578,2012,1981,0,80,26
1579,2012,1982,-6,74,49
1580,2012,1983,19,99,8
1581,2012,1984,-13,80,58
1582,2012,1985,-6,93,50
1583,2012,1986,32,150,3
1584,2012,1987,-19,118,60
1585,2012,1988,0,143,27
1586,2012,1989,-6,137,51
1587,2012,1990,17,196,11
1588,2012,1991,-16,179,59
1589,2012,1992,21,217,7
1590,2012,1993,-22,195,61
1591,2012,1994,27,278,4
1592,2012,1995,-27,251,63
1593,2012,1996,0,334,28
1594,2012,1997,0,385,29
1595,2012,1998,0,470,30
1596,2012,1999,0,480,31
1597,2012,2000,0,499,32
1598,2012,2001,0,594,33
1599,2012,2002,0,730,34
1600,2012,2003,0,825,35
1601,2012,2004,0,945,36
1602,2012,2005,0,1150,37
1603,2012,2006,0,1293,38
1604,2012,2007,0,1362,39
1605,2012,2008,0,1553,40
1606,2012,2009,111,1664,2
1607,2012,2010,328,1881,1
1608,2012,2011,0,0,0
1609,2012,2012,0,0,0
1610,2013,1950,0,12,17
1611,2013,1951,0,12,18
1612,2013,1952,-3,9,49
1613,2013,1953,2,14,15
1614,2013,1954,-5,8,52
1615,2013,1955,12,26,11
1616,2013,1956,-3,13,50
1617,2013,1957,0,16,19
1618,2013,1958,3,19,14
1619,2013,1959,-5,13,53
1620,2013,1960,-1,18,48
1621,2013,1961,0,20,20
1622,2013,1962,0,29,21
1623,2013,1963,24,53,5
1624,2013,1964,-7,29,54
1625,2013,1965,1,40,16
1626,2013,1966,-3,36,51
1627,2013,1967,0,39,22
1628,2013,1968,21,58,7
1629,2013,1969,-7,32,55
1630,2013,1970,-7,37,56
1631,2013,1971,0,44,23
1632,2013,1972,24,70,6
1633,2013,1973,16,77,9
1634,2013,1974,-15,46,60
1635,2013,1975,0,61,24
1636,2013,1976,-11,50,59
1637,2013,1977,0,84,25
1638,2013,1978,14,98,10
1639,2013,1979,31,118,4
1640,2013,1980,-23,73,62
1641,2013,1981,-9,87,58
1642,2013,1982,0,96,26
1643,2013,1983,0,105,27
1644,2013,1984,0,111,28
1645,2013,1985,7,119,13
1646,2013,1986,36,155,3
1647,2013,1987,-36,112,64
1648,2013,1988,0,155,29
1649,2013,1989,-7,148,57
1650,2013,1990,8,233,12
1651,2013,1991,0,225,30
1652,2013,1992,0,225,31
1653,2013,1993,-25,200,63
1654,2013,1994,17,278,8
1655,2013,1995,-17,261,61
1656,2013,1996,0,343,32
1657,2013,1997,0,395,33
1658,2013,1998,0,477,34
1659,2013,1999,0,495,35
1660,2013,2000,0,545,36
1661,2013,2001,0,637,37
1662,2013,2002,0,707,38
1663,2013,2003,0,827,39
1664,2013,2004,0,866,40
1665,2013,2005,0,1209,41
1666,2013,2006,0,1278,42
1667,2013,2007,0,1444,43
1668,2013,2008,0,1540,44
1669,2013,2009,0,1618,45
1670,2013,2010,218,1836,1
1671,2013,2011,216,1834,2
1672,2013,2012,0,0,0
1673,2013,2013,0,0,0
1674,2014,1950,-11,3,57
1675,2014,1951,11,22,14
1676,2014,1952,-4,7,52
1677,2014,1953,-4,11,53
1678,2014,1954,0,15,19
1679,2014,1955,12,28,13
1680,2014,1956,0,16,20
1681,2014,1957,9,25,15
1682,2014,1958,0,16,21
1683,2014,1959,-1,16,48
1684,2014,1960,3,20,18
1685,2014,1961,-3,17,51
1686,2014,1962,0,24,22
1687,2014,1963,24,57,6
1688,2014,1964,-4,33,54
1689,2014,1965,14,51,11
1690,2014,1966,0,37,23
1691,2014,1967,-2,35,50
1692,2014,1968,17,54,9
1693,2014,1969,-1,34,49
1694,2014,1970,0,50,24
1695,2014,1971,-17,33,60
1696,2014,1972,22,72,7
1697,2014,1973,41,92,3
1698,2014,1974,-22,48,63
1699,2014,1975,-19,51,62
1700,2014,1976,0,70,25
1701,2014,1977,9,79,16
1702,2014,1978,-9,70,55
1703,2014,1979,27,108,5
1704,2014,1980,-11,81,58
1705,2014,1981,-10,92,56
1706,2014,1982,0,102,26
1707,2014,1983,20,123,8
1708,2014,1984,0,121,27
1709,2014,1985,-18,103,61
1710,2014,1986,33,154,4
1711,2014,1987,-47,107,65
1712,2014,1988,0,169,28
1713,2014,1989,0,179,29
1714,2014,1990,0,235,30
1715,2014,1991,6,241,17
1716,2014,1992,15,256,10
1717,2014,1993,-27,229,64
1718,2014,1994,13,297,12
1719,2014,1995,-13,284,59
1720,2014,1996,0,368,31
1721,2014,1997,0,409,32
1722,2014,1998,0,464,33
1723,2014,1999,0,464,34
1724,2014,2000,0,645,35
1725,2014,2001,0,646,36
1726,2014,2002,0,794,37
1727,2014,2003,0,864,38
1728,2014,2004,0,973,39
1729,2014,2005,0,1272,40
1730,2014,2006,0,1305,41
1731,2014,2007,0,1429,42
1732,2014,2008,0,1595,43
1733,2014,2009,0,1858,44
1734,2014,2010,0,1900,45
1735,2014,2011,160,2060,2
1736,2014,2012,211,2111,1
1737,2014,2013,0,0,0
1738,2014,2014,0,0,0
1739,2015,1950,-9,11,57
1740,2015,1951,1,21,19
1741,2015,1952,-3,8,51
1742,2015,1953,2,23,17
1743,2015,1954,-1,11,48
1744,2015,1955,2,22,18
1745,2015,1956,-5,12,54
1746,2015,1957,3,20,16
1747,2015,1958,1,17,20
1748,2015,1959,-1,16,49
1749,2015,1960,-4,13,52
1750,2015,1961,0,26,21
1751,2015,1962,0,31,22
1752,2015,1963,29,66,5
1753,2015,1964,0,37,23
1754,2015,1965,20,59,8
1755,2015,1966,-2,37,50
1756,2015,1967,-10,39,58
1757,2015,1968,19,60,9
1758,2015,1969,8,49,13
1759,2015,1970,-8,41,56
1760,2015,1971,-12,37,59
1761,2015,1972,11,73,12
1762,2015,1973,21,94,7
1763,2015,1974,-12,62,60
1764,2015,1975,-4,74,53
1765,2015,1976,0,78,24
1766,2015,1977,0,93,25
1767,2015,1978,6,99,14
1768,2015,1979,46,145,3
1769,2015,1980,-26,73,63
1770,2015,1981,0,107,26
1771,2015,1982,-27,80,64
1772,2015,1983,31,138,4
1773,2015,1984,0,108,27
1774,2015,1985,-28,101,65
1775,2015,1986,18,147,10
1776,2015,1987,-18,129,62
1777,2015,1988,5,179,15
1778,2015,1989,-5,174,55
1779,2015,1990,0,243,28
1780,2015,1991,26,269,6
1781,2015,1992,0,260,29
1782,2015,1993,-37,232,66
1783,2015,1994,0,316,30
1784,2015,1995,0,317,31
1785,2015,1996,0,362,32
1786,2015,1997,0,473,33
1787,2015,1998,0,518,34
1788,2015,1999,0,542,35
1789,2015,2000,0,644,36
1790,2015,2001,0,697,37
1791,2015,2002,0,781,38
1792,2015,2003,0,896,39
1793,2015,2004,0,999,40
1794,2015,2005,14,1324,11
1795,2015,2006,-14,1310,61
1796,2015,2007,0,1488,41
1797,2015,2008,0,1699,42
1798,2015,2009,0,1737,43
1799,2015,2010,0,1959,44
1800,2015,2011,61,2128,2
1801,2015,2012,137,2204,1
1802,2015,2013,0,2067,45
1803,2015,2014,0,0,0
1804,2015,2015,0,0,0
